Code,Date ,Start Time,End Time,Temperature (°C),Cloud Cover code,Beaufort scale ,Day of Week ,Species ,Bird Scientific Name ,Behaviour,Time of Observation,Plant species,Scientific.name,DBH,DBHClass,Native,BehaviourType,Type
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,8:29,Norway maple,Acer platanoides,70,Large,No,Rest,Street
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,8:29,Norway maple,Acer platanoides,70,Large,No,Rest,Street
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,WBNU,Sitta carolinensis,Vocalize,7:32,Norway maple,Acer platanoides,72,Large,No,Territory_defense,Street
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,WBNU,Sitta carolinensis,Peck,7:32,Norway maple,Acer platanoides,72,Large,No,Foraging,Street
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,HOSP,Passer domesticus,Perch,7:35,Norway maple,Acer platanoides,72,Large,No,Rest,Street
S18,29/05/2024,9:20,9:40,13,1,2,Wednesday ,YBFL,Empidonax flaviventris,Sally,9:31,Norway maple,Acer platanoides,76,Large,No,Foraging,Street
S18,29/05/2024,9:20,9:40,13,1,2,Wednesday ,CHSP,Spizella passerina,Vocalize,9:40,Norway maple,Acer platanoides,76,Large,No,Territory_defense,Street
S18,29/05/2024,9:20,9:40,13,1,2,Wednesday ,CHSP,Spizella passerina,Vocalize,9:40,Norway maple,Acer platanoides,76,Large,No,Territory_defense,Street
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,BCCH,Poecile atricapillus,Vocalize,8:35,Norway maple,Acer platanoides,76,Large,No,Territory_defense,Street
S18,19/07/2024,9:38,9:58,19,1,2,Friday,BCCH,Poecile atricapillus,Perch,9:43,Norway maple,Acer platanoides,76,Large,No,Rest,Street
S08,02/07/2024,7:15,7:35,20,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:18,Norway maple,Acer platanoides,81,Large,No,Rest,Street
S08,02/07/2024,7:15,7:35,20,1,2,Tuesday,EUST,Sturnus vulgaris,Beg,7:18,Norway maple,Acer platanoides,81,Large,No,Reproduction,Street
S08,02/07/2024,7:15,7:35,20,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:35,Norway maple,Acer platanoides,85,Large,No,Rest,Street
S20,19/07/2024,9:12,9:32,20,1,2,Friday,HOSP,Passer domesticus,Perch,9:23,Norway maple,Acer platanoides,90,Large,No,Rest,Street
S15,29/05/2024,7:54,8:14,13,1,2,Wednesday ,HOSP,Passer domesticus,Perch,8:00,Silver maple,Acer saccharinum,4,Small,Yes,Rest,Street
Y06,13/06/2024,8:21,8:41,17,1,2,Thursday,NOCA,Cardinalis cardinalis,Preen,8:39,Silver maple,Acer saccharinum,15,MedLarge,Yes,Grooming,Yard
Y06,13/06/2024,8:21,8:41,17,1,2,Thursday,NOCA,Cardinalis cardinalis,Vocalize,8:40,Silver maple,Acer saccharinum,15,MedLarge,Yes,Territory_defense,Yard
Y06,05/07/2024,8:17,8:37,22,4,3,Friday ,BCCH,Poecile atricapillus,Glean,8:36,Silver maple,Acer saccharinum,17,MedLarge,Yes,Foraging,Yard
S07,03/06/2024,9:54,10:14,22,1,2,Monday,AMRO,Turdus migratorius,Perch,9:57,Silver maple,Acer saccharinum,25,MedLarge,Yes,Rest,Street
S07,03/06/2024,9:54,10:14,22,1,2,Monday,AMRO,Turdus migratorius,Preen,9:57,Silver maple,Acer saccharinum,25,MedLarge,Yes,Grooming,Street
S07,03/06/2024,9:54,10:14,22,1,2,Monday,AMRO,Turdus migratorius,Peck,9:57,Silver maple,Acer saccharinum,25,MedLarge,Yes,Foraging,Street
S07,03/06/2024,9:54,10:14,22,1,2,Monday,AMRO,Turdus migratorius,Perch,9:57,Silver maple,Acer saccharinum,25,MedLarge,Yes,Rest,Street
S07,03/06/2024,9:54,10:14,22,1,2,Monday,AMRO,Turdus migratorius,Preen,9:57,Silver maple,Acer saccharinum,25,MedLarge,Yes,Grooming,Street
S07,03/06/2024,9:54,10:14,22,1,2,Monday,AMRO,Turdus migratorius,Peck,9:57,Silver maple,Acer saccharinum,25,MedLarge,Yes,Foraging,Street
S11,08/07/2024,7:27,7:47,22,2,2,Monday,WBNU,Sitta carolinensis,Glean,7:34,Silver maple,Acer saccharinum,25,MedLarge,Yes,Foraging,Street
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,CEDW,Bombycilla cedrorum,Perch,7:20,Silver maple,Acer saccharinum,30,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Peck,8:54,Silver maple,Acer saccharinum,50,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Peck,8:56,Silver maple,Acer saccharinum,50,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,9:04,Silver maple,Acer saccharinum,50,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Court,9:06,Silver maple,Acer saccharinum,50,Large,Yes,Reproduction,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Court,9:06,Silver maple,Acer saccharinum,50,Large,Yes,Reproduction,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Hang,9:06,Silver maple,Acer saccharinum,50,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Hang,9:07,Silver maple,Acer saccharinum,50,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Hang,9:07,Silver maple,Acer saccharinum,50,Large,Yes,Foraging,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Peck,9:48,Silver maple,Acer saccharinum,56,Large,Yes,Foraging,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Vocalize,9:48,Silver maple,Acer saccharinum,56,Large,Yes,Territory_defense,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Perch,9:51,Silver maple,Acer saccharinum,56,Large,Yes,Rest,Street
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,AMRO,Turdus migratorius,Vocalize,9:01,Silver maple,Acer saccharinum,60,Large,Yes,Territory_defense,Street
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Vocalize,9:03,Silver maple,Acer saccharinum,60,Large,Yes,Territory_defense,Street
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Bill wipe,9:03,Silver maple,Acer saccharinum,60,Large,Yes,Grooming,Street
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Vocalize,9:04,Silver maple,Acer saccharinum,60,Large,Yes,Territory_defense,Street
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Hop,9:05,Silver maple,Acer saccharinum,60,Large,Yes,Foraging,Street
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Perch,9:05,Silver maple,Acer saccharinum,60,Large,Yes,Rest,Street
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,NOCA,Cardinalis cardinalis,Vocalize,9:06,Silver maple,Acer saccharinum,60,Large,Yes,Territory_defense,Street
Y05,19/06/2024,8:26,8:46,28,1,2,Wednesday,NOCA,Cardinalis cardinalis,Vocalize,8:30,Silver maple,Acer saccharinum,60,Large,Yes,Territory_defense,Yard
S17,28/06/2024,8:10,8:30,15,1,1,Friday,EUST,Sturnus vulgaris,Perch,8:24,Silver maple,Acer saccharinum,61,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HAWO,Picoides villosus,Hammer,8:58,Silver maple,Acer saccharinum,61,Large,Yes,Foraging,Street
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,COGR,Quiscalus quiscula,Hop,7:39,Silver maple,Acer saccharinum,61,Large,Yes,Foraging,Street
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,COGR,Quiscalus quiscula,Hop,7:39,Silver maple,Acer saccharinum,61,Large,Yes,Foraging,Street
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,COGR,Quiscalus quiscula,Vocalize,7:39,Silver maple,Acer saccharinum,61,Large,Yes,Territory_defense,Street
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,COGR,Quiscalus quiscula,Vocalize,7:39,Silver maple,Acer saccharinum,61,Large,Yes,Territory_defense,Street
S12,12/07/2024,8:45,9:05,21,4,1,Friday,HOSP,Passer domesticus,Perch,8:52,Silver maple,Acer saccharinum,61,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HAWO,Picoides villosus,Hammer,8:52,Silver maple,Acer saccharinum,62,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,8:59,Silver maple,Acer saccharinum,62,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:01,Silver maple,Acer saccharinum,62,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,NOCA,Cardinalis cardinalis,Perch,9:02,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:02,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:02,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:02,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Feed young,9:07,Silver maple,Acer saccharinum,62,Large,Yes,Reproduction,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:09,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:09,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:09,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:09,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Perch,9:09,Silver maple,Acer saccharinum,62,Large,Yes,Rest,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Perch,9:42,Silver maple,Acer saccharinum,63,Large,Yes,Rest,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Perch,9:42,Silver maple,Acer saccharinum,63,Large,Yes,Rest,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Vocalize,9:44,Silver maple,Acer saccharinum,64,Large,Yes,Territory_defense,Street
S21,28/05/2024,8:29,8:49,18,4,4,Tuesday,HOSP,Passer domesticus,Bill wipe,8:46,Silver maple,Acer saccharinum,66,Large,Yes,Grooming,Street
S21,28/05/2024,8:29,8:49,18,4,4,Tuesday,HOSP,Passer domesticus,Vocalize,8:46,Silver maple,Acer saccharinum,66,Large,Yes,Territory_defense,Street
S17,28/06/2024,8:10,8:30,15,1,1,Friday,BCCH,Poecile atricapillus,Peck,8:16,Silver maple,Acer saccharinum,68,Large,Yes,Foraging,Street
S17,28/06/2024,8:10,8:30,15,1,1,Friday,BCCH,Poecile atricapillus,Peck,8:16,Silver maple,Acer saccharinum,68,Large,Yes,Foraging,Street
S17,28/06/2024,8:10,8:30,15,1,1,Friday,EUST,Sturnus vulgaris,Perch,8:16,Silver maple,Acer saccharinum,68,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,AMRO,Turdus migratorius,Preen,8:51,Silver maple,Acer saccharinum,68,Large,Yes,Grooming,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Vocalize,8:52,Silver maple,Acer saccharinum,68,Large,Yes,Territory_defense,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,8:55,Silver maple,Acer saccharinum,68,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,8:55,Silver maple,Acer saccharinum,68,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,8:58,Silver maple,Acer saccharinum,68,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Preen,9:08,Silver maple,Acer saccharinum,68,Large,Yes,Grooming,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HAWO,Picoides villosus,Hammer,9:09,Silver maple,Acer saccharinum,68,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,AMRO,Turdus migratorius,Perch,9:09,Silver maple,Acer saccharinum,68,Large,Yes,Rest,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Preen,9:09,Silver maple,Acer saccharinum,68,Large,Yes,Grooming,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,NOCA,Cardinalis cardinalis,Perch,9:09,Silver maple,Acer saccharinum,68,Large,Yes,Rest,Street
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,CHSP,Spizella passerina,Vocalize,7:34,Silver maple,Acer saccharinum,68,Large,Yes,Territory_defense,Street
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,BCCH,Poecile atricapillus,Vocalize,7:36,Silver maple,Acer saccharinum,68,Large,Yes,Territory_defense,Street
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,BCCH,Poecile atricapillus,Glean,7:36,Silver maple,Acer saccharinum,68,Large,Yes,Foraging,Street
S12,12/07/2024,8:45,9:05,21,4,1,Friday,HOSP,Passer domesticus,Perch,8:59,Silver maple,Acer saccharinum,68,Large,Yes,Rest,Street
S21,19/07/2024,8:24,8:44,18,1,2,Friday,REVI,Vireo olivaceus,Vocalize,8:30,Silver maple,Acer saccharinum,68,Large,Yes,Territory_defense,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Bill wipe,8:52,Silver maple,Acer saccharinum,70,Large,Yes,Grooming,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Vocalize,8:52,Silver maple,Acer saccharinum,70,Large,Yes,Territory_defense,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,9:03,Silver maple,Acer saccharinum,70,Large,Yes,Foraging,Street
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:07,Silver maple,Acer saccharinum,70,Large,Yes,Foraging,Street
S12,12/07/2024,8:45,9:05,21,4,1,Friday,HOSP,Passer domesticus,Perch,8:59,Silver maple,Acer saccharinum,70,Large,Yes,Rest,Street
S12,12/07/2024,8:45,9:05,21,4,1,Friday,HOSP,Passer domesticus,Perch,8:59,Silver maple,Acer saccharinum,70,Large,Yes,Rest,Street
S01,30/05/2024,7:03,7:23,11,1,1,Thursday,AMGO,Spinus tristis,Glean,7:14,Silver maple,Acer saccharinum,72,Large,Yes,Foraging,Street
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,BCCH,Poecile atricapillus,Glean,8:20,Silver maple,Acer saccharinum,74,Large,Yes,Foraging,Street
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,BCCH,Poecile atricapillus,Hang,8:22,Silver maple,Acer saccharinum,74,Large,Yes,Foraging,Street
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Perch,8:22,Silver maple,Acer saccharinum,74,Large,Yes,Rest,Street
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Bill wipe,8:27,Silver maple,Acer saccharinum,74,Large,Yes,Grooming,Street
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,NOCA,Cardinalis cardinalis,Vocalize,9:08,Silver maple,Acer saccharinum,74,Large,Yes,Territory_defense,Street
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Bill wipe,7:05,Silver maple,Acer saccharinum,74,Large,Yes,Grooming,Street
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Vocalize,7:05,Silver maple,Acer saccharinum,74,Large,Yes,Territory_defense,Street
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Preen,7:05,Silver maple,Acer saccharinum,74,Large,Yes,Grooming,Street
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Vocalize,7:07,Silver maple,Acer saccharinum,74,Large,Yes,Territory_defense,Street
S10,19/07/2024,10:06,10:26,20,1,2,Friday,BLJA,Cyanocitta cristata,Preen,10:11,Silver maple,Acer saccharinum,74,Large,Yes,Grooming,Street
S10,19/07/2024,10:06,10:26,20,1,2,Friday,BLJA,Cyanocitta cristata,Perch,10:14,Silver maple,Acer saccharinum,74,Large,Yes,Rest,Street
S10,19/07/2024,10:06,10:26,20,1,2,Friday,BLJA,Cyanocitta cristata,Beg,10:14,Silver maple,Acer saccharinum,74,Large,Yes,Reproduction,Street
S10,19/07/2024,10:06,10:26,20,1,2,Friday,BLJA,Cyanocitta cristata,Feed young,10:14,Silver maple,Acer saccharinum,74,Large,Yes,Reproduction,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Vocalize,9:46,Silver maple,Acer saccharinum,76,Large,Yes,Territory_defense,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Bill wipe,9:53,Silver maple,Acer saccharinum,76,Large,Yes,Grooming,Street
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Peck,9:53,Silver maple,Acer saccharinum,76,Large,Yes,Foraging,Street
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,AMRO,Turdus migratorius,Collect nesting material,8:59,Silver maple,Acer saccharinum,78,Large,Yes,Reproduction,Street
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Perch,9:09,Silver maple,Acer saccharinum,78,Large,Yes,Rest,Street
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,EUST,Sturnus vulgaris,Vocalize,7:12,Silver maple,Acer saccharinum,79,Large,Yes,Territory_defense,Street
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,AMRO,Turdus migratorius,Perch,7:17,Silver maple,Acer saccharinum,79,Large,Yes,Rest,Street
S01,15/05/2024,11:01,11:21,15,2,2,Wednesday ,GCKI,Regulus satrapa,Sally,10:10,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S01,15/05/2024,11:01,11:21,15,2,2,Wednesday ,GCKI,Regulus satrapa,Sally,10:10,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S01,15/05/2024,11:01,11:21,15,2,2,Wednesday ,HOFI,Haemorhous mexicanus,Perch,10:15,Silver maple,Acer saccharinum,80,Large,Yes,Rest,Street
S01,15/05/2024,11:01,11:21,15,2,2,Wednesday ,HOFI,Haemorhous mexicanus,Perch,10:15,Silver maple,Acer saccharinum,80,Large,Yes,Rest,Street
S01,15/05/2024,11:01,11:21,15,2,2,Wednesday ,AMRO,Turdus migratorius,Preen,10:20,Silver maple,Acer saccharinum,80,Large,Yes,Grooming,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,EUST,Sturnus vulgaris,Peck,9:14,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,EUST,Sturnus vulgaris,Peck,9:15,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,EUST,Sturnus vulgaris,Peck,9:15,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,EUST,Sturnus vulgaris,Feed young,9:16,Silver maple,Acer saccharinum,80,Large,Yes,Reproduction,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,EUST,Sturnus vulgaris,Feed young,9:17,Silver maple,Acer saccharinum,80,Large,Yes,Reproduction,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,HOSP,Passer domesticus,Vocalize,9:20,Silver maple,Acer saccharinum,80,Large,Yes,Territory_defense,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,EUST,Sturnus vulgaris,Carry food,9:25,Silver maple,Acer saccharinum,80,Large,Yes,Reproduction,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,HOSP,Passer domesticus,Vocalize,9:26,Silver maple,Acer saccharinum,80,Large,Yes,Territory_defense,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,HOSP,Passer domesticus,Perch,9:28,Silver maple,Acer saccharinum,80,Large,Yes,Rest,Street
S04,16/05/2024,9:14,9:34,13,3,3,Thursday,AMRO,Turdus migratorius,Vocalize,9:30,Silver maple,Acer saccharinum,80,Large,Yes,Territory_defense,Street
S04,16/05/2024,9:14,9:34,13,3,2,Thursday,EUST,Sturnus vulgaris,Feed young,9:32,Silver maple,Acer saccharinum,80,Large,Yes,Reproduction,Street
S04,16/05/2024,9:14,9:34,13,3,2,Thursday,HOSP,Passer domesticus,Perch,9:34,Silver maple,Acer saccharinum,80,Large,Yes,Rest,Street
S07,22/05/2024,7:04,7:24,19,1,1,Wednesday ,REVI,Vireo olivaceus,Vocalize,7:12,Silver maple,Acer saccharinum,80,Large,Yes,Territory_defense,Street
S07,22/05/2024,7:04,7:24,19,1,1,Wednesday ,EUST,Sturnus vulgaris,Bill wipe,7:15,Silver maple,Acer saccharinum,80,Large,Yes,Grooming,Street
S07,22/05/2024,7:04,7:24,19,1,1,Wednesday ,EUST,Sturnus vulgaris,Bill wipe,7:15,Silver maple,Acer saccharinum,80,Large,Yes,Grooming,Street
S07,22/05/2024,7:04,7:24,19,1,1,Wednesday ,EUST,Sturnus vulgaris,Feed young,7:17,Silver maple,Acer saccharinum,80,Large,Yes,Reproduction,Street
S07,22/05/2024,7:04,7:24,19,1,1,Wednesday ,EUST,Sturnus vulgaris,Feed young,7:17,Silver maple,Acer saccharinum,80,Large,Yes,Reproduction,Street
S07,22/05/2024,7:04,7:24,19,1,1,Wednesday ,EUST,Sturnus vulgaris,Feed young,7:22,Silver maple,Acer saccharinum,80,Large,Yes,Reproduction,Street
S12,22/05/2024,7:47,8:07,19,1,1,Wednesday ,WBNU,Sitta carolinensis,Peck,7:55,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S12,22/05/2024,7:47,8:07,19,1,1,Wednesday ,EUST,Sturnus vulgaris,Bill wipe,7:57,Silver maple,Acer saccharinum,80,Large,Yes,Grooming,Street
S12,22/05/2024,7:47,8:07,19,1,1,Wednesday ,AMRO,Turdus migratorius,Gape,8:00,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S12,22/05/2024,7:47,8:07,19,1,1,Wednesday ,AMRO,Turdus migratorius,Gape,8:05,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S07,21/06/2024,7:52,8:12,20,3,3,Friday,AMRO,Turdus migratorius,Perch,7:55,Silver maple,Acer saccharinum,80,Large,Yes,Rest,Street
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Bill wipe,8:02,Silver maple,Acer saccharinum,80,Large,Yes,Grooming,Street
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Bill wipe,8:02,Silver maple,Acer saccharinum,80,Large,Yes,Grooming,Street
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,CHSP,Spizella passerina,Vocalize,8:50,Silver maple,Acer saccharinum,80,Large,Yes,Territory_defense,Street
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,BCCH,Poecile atricapillus,Glean,9:00,Silver maple,Acer saccharinum,80,Large,Yes,Foraging,Street
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Perch,8:23,Silver maple,Acer saccharinum,81,Large,Yes,Rest,Street
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,HOSP,Passer domesticus,Vocalize,8:24,Silver maple,Acer saccharinum,81,Large,Yes,Territory_defense,Street
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,BCCH,Poecile atricapillus,Hang,8:33,Silver maple,Acer saccharinum,81,Large,Yes,Foraging,Street
S04,28/06/2024,9:08,9:28,17,1,1,Friday,HOSP,Passer domesticus,Perch,9:18,Silver maple,Acer saccharinum,81,Large,Yes,Rest,Street
S04,28/06/2024,9:08,9:28,17,1,1,Friday,HOSP,Passer domesticus,Perch,9:18,Silver maple,Acer saccharinum,81,Large,Yes,Rest,Street
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Perch,6:59,Silver maple,Acer saccharinum,81,Large,Yes,Rest,Street
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:17,Silver maple,Acer saccharinum,81,Large,Yes,Rest,Street
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Perch,7:55,Silver maple,Acer saccharinum,82,Large,Yes,Rest,Street
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Hop,8:07,Silver maple,Acer saccharinum,82,Large,Yes,Foraging,Street
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Glean,8:26,Silver maple,Acer saccharinum,82,Large,Yes,Foraging,Street
