Sample Site,Site Code,Species Code,Species Latin,Species Common,DBH (2020):,DBH Round,Latitude,Longitude,Index
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62.4,62,45.460341,-73.629461,1036
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62.4,62,45.460612,-73.632677,1037
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,62.4,62,45.461314,-73.632197,1038
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,62.5,63,45.461167,-73.63079,1039
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,62.7,63,45.461647,-73.632159,1040
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62.8,63,45.461358,-73.632864,1041
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,63,63,45.461193,-73.63228,1042
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,63.2,63,45.46088,-73.633931,1043
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,63.8,64,45.460184,-73.629916,1044
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,64.6,65,45.460377,-73.629755,1045
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,65.7,66,45.460692,-73.633039,1046
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,65.7,66,45.461297,-73.631371,1047
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,65.8,66,45.46066,-73.629728,1048
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,65.9,66,45.461329,-73.631206,1049
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,65.9,66,45.461611,-73.632099,1050
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,66,66,45.461499,-73.631632,1051
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,66.3,66,45.460808,-73.629851,1052
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,66.5,67,45.460812,-73.630789,1053
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,66.7,67,45.460329,-73.632417,1054
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,67.2,67,45.460429,-73.631288,1055
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,67.9,68,45.460602,-73.632904,1056
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,68,68,45.461056,-73.633773,1057
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,68.2,68,45.460005,-73.63185,1058
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,68.2,68,45.461064,-73.630499,1059
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,68.3,68,45.461247,-73.630995,1060
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,68.7,69,45.46062,-73.633302,1061
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,68.8,69,45.460422,-73.629319,1062
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,68.9,69,45.459884,-73.631346,1063
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,68.9,69,45.460572,-73.632012,1064
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,69.1,69,45.459705,-73.63111,1065
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,69.1,69,45.460303,-73.631322,1066
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,69.2,69,45.461494,-73.632272,1067
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,69.6,70,45.46072,-73.632623,1068
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,70.5,71,45.460908,-73.633354,1069
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,70.5,71,45.46102,-73.633653,1070
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,71,71,45.460629,-73.629377,1071
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,71.2,71,45.459911,-73.63163,1072
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,71.2,71,45.460798,-73.63354,1073
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,71.3,71,45.460889,-73.630085,1074
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,71.5,72,45.460575,-73.633188,1075
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,71.5,72,45.460711,-73.632746,1076
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,71.6,72,45.460424,-73.631409,1077
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,72.1,72,45.460381,-73.629616,1078
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,72.2,72,45.461548,-73.632673,1079
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,72.8,73,45.460269,-73.629708,1080
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,73.1,73,45.461588,-73.632446,1081
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,73.3,73,45.460773,-73.629761,1082
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,73.4,73,45.460706,-73.632889,1083
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,73.9,74,45.461096,-73.630601,1084
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,74.3,74,45.461125,-73.632346,1085
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,74.9,75,45.460512,-73.629561,1086
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,75.2,75,45.459638,-73.630824,1087
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,75.7,76,45.460535,-73.633101,1088
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,77.1,77,45.461562,-73.632021,1089
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,77.9,78,45.461332,-73.632038,1090
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,78.5,79,45.461314,-73.632568,1091
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,78.8,79,45.460688,-73.632468,1092
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,78.8,79,45.461377,-73.631937,1093
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,79.2,79,45.460207,-73.63216,1094
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,79.7,80,45.461404,-73.632583,1095
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,79.8,80,45.461064,-73.630969,1096
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,80.1,80,45.459871,-73.631156,1097
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,81,81,45.461399,-73.632727,1098
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,81.3,81,45.460396,-73.632739,1099
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,83.1,83,45.461115,-73.633501,1100
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,83.1,83,45.461408,-73.6329,1101
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,83.6,84,45.460228,-73.629829,1102
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,83.6,84,45.460692,-73.633533,1103
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,85.7,86,45.460485,-73.632949,1104
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,86.7,87,45.460362,-73.631156,1105
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,88.2,88,45.460057,-73.630045,1106
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,88.9,89,45.460588,-73.629601,1107
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,90.5,91,45.461259,-73.63301,1108
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,95.5,96,45.4601,-73.631841,1109
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,114.2,114,45.460531,-73.632677,1110
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,116.6,117,45.461044,-73.632397,1111
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,116.7,117,45.460594,-73.632177,1112
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,120.4,120,45.460809,-73.632946,1113
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,129.7,130,45.460948,-73.630199,1114
WILLIAM-BOWIE,P7,PIRU,Picea Rubens,Red Spruce,4.7,5,45.457692,-73.648212,1115
WILLIAM-BOWIE,P7,MABA,Malus 'Centurion',Centurion® Crab Apple,5.2,5,45.458024,-73.648952,1116
WILLIAM-BOWIE,P7,MABA,Malus 'Centurion',Centurion® Crab Apple,5.8,6,45.457389,-73.648701,1117
WILLIAM-BOWIE,P7,SYRE,Syringa Reticulata,Japanese Tree Lilac,5.9,6,45.457944,-73.649423,1118
WILLIAM-BOWIE,P7,SYRE,Syringa Reticulata,Japanese Tree Lilac,6.6,7,45.457868,-73.649474,1119
WILLIAM-BOWIE,P7,TITO,Tilia tomentosa,Silver Linden,6.7,7,45.458429,-73.64982,1120
WILLIAM-BOWIE,P7,HYPA,Hydrangea Paniculata,Panicled Hydrangea,6.9,7,45.4575868,-73.648361,1121
WILLIAM-BOWIE,P7,PIRU,Picea Rubens,Red Spruce,6.9,7,45.457771,-73.648115,1122
WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,7.1,7,45.457966,-73.648666,1123
WILLIAM-BOWIE,P7,PYCA,Pyrus Calleryana,Callery Pear,7.2,7,45.458076,-73.649314,1124
WILLIAM-BOWIE,P7,HYPA,Hydrangea Paniculata,Panicled Hydrangea,7.4,7,45.4576141,-73.6485333,1125
WILLIAM-BOWIE,P7,PIRU,Picea Rubens,Red Spruce,7.5,8,45.457824,-73.648294,1126
WILLIAM-BOWIE,P7,TITO,Tilia tomentosa,Silver Linden,7.8,8,45.458497,-73.65,1127
WILLIAM-BOWIE,P7,TITO,Tilia tomentosa,Silver Linden,8.4,8,45.458401,-73.649745,1128
WILLIAM-BOWIE,P7,PIGL,Picea Glauca,White Spruce,8.8,9,45.457449,-73.648293,1129
WILLIAM-BOWIE,P7,PIGL,Picea Glauca,White Spruce,9,9,45.457626,-73.648196,1130
WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,9.2,9,45.457973,-73.648726,1131
WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',9.7,10,45.45822,-73.649297,1132
WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,11,11,45.45795,-73.648607,1133
WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,11.2,11,45.458331,-73.649365,1134
WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',11.7,12,45.458289,-73.649469,1135
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,12,12,45.457415,-73.648367,1136
WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,12.2,12,45.458394,-73.649565,1137
WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',12.3,12,45.458256,-73.649388,1138
WILLIAM-BOWIE,P7,MABA,Malus 'Prairifire',Prairiefire Crab Apple,12.6,13,45.457794,-73.649052,1139
WILLIAM-BOWIE,P7,MABA,Malus 'Prairifire',Prairiefire Crab Apple,12.7,13,45.45777,-73.648993,1140
WILLIAM-BOWIE,P7,ULXXFR,Ulmus 'Frontier',Ulmus x 'Frontier',13.3,13,45.458331,-73.64958,1141
WILLIAM-BOWIE,P7,BENI,Betula Nigra,River Birch,14.1,14,45.457967,-73.648785,1142
WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,15.2,15,45.458267,-73.649202,1143
WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,16.4,16,45.458561,-73.650002,1144
WILLIAM-BOWIE,P7,ACFR,Acer Freemannii,Freeman Maple,16.5,17,45.457651,-73.64915,1145
WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,17.3,17,45.457907,-73.650018,1146
WILLIAM-BOWIE,P7,ULMI,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,18.1,18,45.458511,-73.649874,1147
WILLIAM-BOWIE,P7,ACFR,Acer Freemannii,Freeman Maple,18.7,19,45.457709,-73.649219,1148
WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,19.1,19,45.458466,-73.649738,1149
WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,19.5,20,45.457926,-73.65008,1150
WILLIAM-BOWIE,P7,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,20.2,20,45.458445,-73.649675,1151
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,21.1,21,45.45761,-73.648089,1152
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,24.8,25,45.457957,-73.648481,1153
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,36.1,36,45.457526,-73.649053,1154
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,36.5,37,45.457649,-73.649349,1155
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,37.7,38,45.457734,-73.647838,1156
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,38,38,45.457771,-73.649668,1157
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,38.7,39,45.457833,-73.649068,1158
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,38.8,39,45.457732,-73.648253,1159
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,38.9,39,45.457805,-73.649749,1160
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,39.5,40,45.458188,-73.649235,1161
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,40,40,45.458096,-73.649078,1162
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,40,40,45.458301,-73.64928,1163
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,40.6,41,45.45763,-73.649276,1164
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,41.9,42,45.457732,-73.649105,1165
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,42.1,42,45.457617,-73.648798,1166
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,42.2,42,45.457832,-73.649389,1167
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,42.4,42,45.457635,-73.648057,1168
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,42.6,43,45.457765,-73.647921,1169
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,43.1,43,45.457877,-73.649939,1170
WILLIAM-BOWIE,P7,AMCA,Amelanchier Canadensis,Canadian serviceberry,43.4,43,45.4578474,-73.648474,1171
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,44.7,45,45.457671,-73.64767,1172
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,45.2,45,45.457728,-73.648911,1173
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,46.5,47,45.458202,-73.649049,1174
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,47.2,47,45.45764,-73.647795,1175
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,47.4,47,45.457578,-73.649186,1176
WILLIAM-BOWIE,P7,ACNE,Acer Negundo,Manitoba Maple,47.7,48,45.457453,-73.647774,1177
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,47.8,48,45.457851,-73.648126,1178
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,48.6,49,45.457805,-73.648015,1179
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,48.9,49,45.457896,-73.649018,1180
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,51.2,51,45.457536,-73.647828,1181
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,51.7,52,45.457387,-73.648512,1182
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,52,52,45.45774,-73.6496,1183
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,52.3,52,45.457527,-73.64857,1184
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,52.8,53,45.457561,-73.648411,1185
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,53.4,53,45.457557,-73.647723,1186
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,53.8,54,45.457306,-73.648491,1187
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,54,54,45.457583,-73.648695,1188
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,54.1,54,45.457734,-73.647998,1189
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,54.4,54,45.457847,-73.64857,1190
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,54.8,55,45.45814,-73.649127,1191
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,55,55,45.458025,-73.650315,1192
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,55.2,55,45.45817,-73.648951,1193
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,55.7,56,45.458555,-73.650116,1194
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,55.8,56,45.458366,-73.649449,1195
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,56.2,56,45.45745,-73.648515,1196
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,56.5,57,45.458015,-73.648544,1197
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,58,58,45.458049,-73.649088,1198
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,58.9,59,45.458137,-73.648859,1199
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,59.3,59,45.4575254,-73.6483908,1200
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,60.3,60,45.45794,-73.648353,1201
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,60.3,60,45.458305,-73.650332,1202
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,60.6,61,45.457981,-73.650216,1203
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,61.8,62,45.457418,-73.648576,1204
WILLIAM-BOWIE,P7,SYVU,Syngria Vulgaris ,Common Lilac,61.8,62,45.4577535,-73.6481146,1205
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,62.8,63,45.457895,-73.648239,1206
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,64.9,65,45.458463,-73.65019,1207
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,66,66,45.458061,-73.650409,1208
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,66.2,66,45.457766,-73.649266,1209
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,66.2,66,45.458209,-73.650405,1210
WILLIAM-BOWIE,P7,ACPL,Acer Platanoides,Norway Maple,67,67,45.45805,-73.648641,1211
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,69.1,69,45.457799,-73.649535,1212
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,69.6,70,45.45784,-73.64984,1213
WILLIAM-BOWIE,P7,CEOC,Celtis Occidentalis,Common Hackberry,71.2,71,45.457486,-73.647905,1214
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,72.1,72,45.457542,-73.648013,1215
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,74,74,45.457332,-73.648404,1216
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,75.8,76,45.457273,-73.648384,1217
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,78.3,78,45.457716,-73.648643,1218
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,81.3,81,45.457721,-73.649299,1219
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,81.6,82,45.4576762,-73.6479533,1220
WILLIAM-BOWIE,P7,ACSA,Acer Saccharinum,Silver Maple,82.9,83,45.45749,-73.648237,1221
WILLIAM-BOWIE,P7,TICO,Tilia Cordata,Littleleaf European Linden,85.2,85,45.457441,-73.648838,1222
