Code,Date,Time,Temperature,Wind,Noise,Cloud,Time.obs,Bird.code,Bird.sci,Bird.gen,Bird.sp,Behaviour,Behaviour.type,Plant.common,Plant.sci,Plant.genus,Plant.sp,DBH,Notes
Y50,29/4/2025,7:13,14,3,1,3,7:33,RCKI,Corthylio calendula,Corthylio,calendula,Glean,Foraging,?,?,?,?,?,ARU tree
Y50,29/4/2025,7:13,14,3,1,3,7:33,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,?,?,?,?,?,Right tree
Y50,29/4/2025,7:13,14,3,1,3,7:33,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,White cedar,Thuja occidentalis,Thuja,occidentalis,NA,
Y50,29/4/2025,7:13,14,3,1,3,7:36,MYWA,Setophaga coronata,Setophaga,coronata,Glean,Foraging,White cedar,Thuja occidentalis,Thuja,occidentalis,NA,
Y50,29/4/2025,7:13,14,3,1,3,7:37,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,?,?,?,?,?,Right tree
Y50,29/4/2025,7:13,14,3,1,3,7:37,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,?,?,?,?,?,Right tree
Y50,29/4/2025,7:13,14,3,1,3,7:38,MYWA,Setophaga coronata,Setophaga,coronata,Glean,Foraging,White cedar,Thuja occidentalis,Thuja,occidentalis,NA,
Y47,29/4/2025,7:56,15,3,2,2,8:02,NAWA,Leiothlypis ruficapilla,Leiothlypis,ruficapilla,Vocalising,Vocalisation,Siberian elm,Ulmus pumila,Ulmus,pumila,47,Left. Saw cat in yard.
Y47,29/4/2025,7:56,15,3,2,2,8:05,HETH,Catharus guttatus,Catharus,guttatus,Inactive rest,Inactive rest,Siberian elm,Ulmus pumila,Ulmus,pumila,18,Right
Y47,29/4/2025,7:56,15,3,2,2,8:05,HETH,Catharus guttatus,Catharus,guttatus,Inactive rest,Inactive rest,Siberian elm,Ulmus pumila,Ulmus,pumila,18,Right
Y47,29/4/2025,7:56,15,3,2,2,8:05,HETH,Catharus guttatus,Catharus,guttatus,Vocalising,Vocalisation,Siberian elm,Ulmus pumila,Ulmus,pumila,18,Right
Y47,29/4/2025,7:56,15,3,2,2,8:05,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Siberian elm,Ulmus pumila,Ulmus,pumila,47,Left
Y47,29/4/2025,7:56,15,3,2,2,8:05,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Siberian elm,Ulmus pumila,Ulmus,pumila,47,Left
Y47,29/4/2025,7:56,15,3,2,2,8:05,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Inactive rest,Inactive rest,Common lilac,Syringa vulgaris,Syringa,vulgaris,16,Small tree
Y47,29/4/2025,7:56,15,3,2,2,8:09,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Inactive rest,Inactive rest,White cedar,Thuja occidentalis,Thuja,occidentalis,22,
Y47,29/4/2025,7:56,15,3,2,2,8:09,HETH,Catharus guttatus,Catharus,guttatus,Inactive rest,Inactive rest,Siberian elm,Ulmus pumila,Ulmus,pumila,18,Right. Mew call.
Y47,29/4/2025,7:56,15,3,2,2,8:09,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Vocalising,Vocalisation,Siberian elm,Ulmus pumila,Ulmus,pumila,18,Right
Y47,29/4/2025,7:56,15,3,2,2,8:10,RCKI,Corthylio calendula,Corthylio,calendula,Vocalising,Vocalisation,White cedar,Thuja occidentalis,Thuja,occidentalis,22,
Y47,29/4/2025,7:56,15,3,2,2,8:11,RCKI,Corthylio calendula,Corthylio,calendula,Vocalising,Vocalisation,Siberian elm,Ulmus pumila,Ulmus,pumila,47,Left
Y47,29/4/2025,7:56,15,3,2,2,8:12,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
Y47,29/4/2025,7:56,15,3,2,2,8:12,HETH,Catharus guttatus,Catharus,guttatus,Unknown,Unknown,White cedar,Thuja occidentalis,Thuja,occidentalis,22,
Y47,29/4/2025,7:56,15,3,2,2,8:13,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
Y47,29/4/2025,7:56,15,3,2,2,8:13,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Vocalising,Vocalisation,White cedar,Thuja occidentalis,Thuja,occidentalis,22,
Y47,29/4/2025,7:56,15,3,2,2,8:13,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Vocalising,Vocalisation,White cedar,Thuja occidentalis,Thuja,occidentalis,22,
Y47,29/4/2025,7:56,15,3,2,2,8:13,HETH,Catharus guttatus,Catharus,guttatus,Inactive rest,Inactive rest,White cedar,Thuja occidentalis,Thuja,occidentalis,22,
Y47,29/4/2025,7:56,15,3,2,2,8:15,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Vocalising,Vocalisation,Common lilac,Syringa vulgaris,Syringa,vulgaris,16,Small tree
Y47,29/4/2025,7:56,15,3,2,2,8:15,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Vocalising,Vocalisation,White cedar,Thuja occidentalis,Thuja,occidentalis,22,
S12,29/4/2025,8:24,15,3,2,1,8:30,EUST,Sturnus vulgaris,Sturnus,vulgaris,Bill wipe,Grooming,Silver maple,Acer saccharinum,Acer,saccharinum,76,"Tree 2. Counted from corner of street. Heard: SOSP, HOFI, HOSP, NOCA, AMRO, COGR, NAWA"
S12,29/4/2025,8:24,15,3,2,1,8:30,EUST,Sturnus vulgaris,Sturnus,vulgaris,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,51,Tree 3
S12,29/4/2025,8:24,15,3,2,1,8:31,HOSP,Passer domesticus,Passer,domesticus,Preening,Grooming,Silver maple,Acer saccharinum,Acer,saccharinum,76,Tree 2
S12,29/4/2025,8:24,15,3,2,1,8:31,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,76,Tree 2
S12,29/4/2025,8:24,15,3,2,1,8:32,EUST,Sturnus vulgaris,Sturnus,vulgaris,Bill wipe,Grooming,Silver maple,Acer saccharinum,Acer,saccharinum,69,Tree 7
S12,29/4/2025,8:24,15,3,2,1,8:33,AMRO,Turdus migratorius,Turdus,migratorius,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,51,Tree 3
S12,29/4/2025,8:24,15,3,2,1,8:37,BLJA,Cyanocitta cristata,Cyanocitta,cristata,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,69,Tree 7
S12,29/4/2025,8:24,15,3,2,1,8:40,NAWA,Leiothlypis ruficapilla,Leiothlypis,ruficapilla,Unknown,Unknown,Silver maple,Acer saccharinum,Acer,saccharinum,69,Tree 7
S12,29/4/2025,8:24,15,3,2,1,8:40,DOWO,Dryobates pubescens,Dryobates,pubescens,Peck,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,112,Tree 1
S12,29/4/2025,8:24,15,3,2,1,8:41,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,76,Tree 2
S12,29/4/2025,8:24,15,3,2,1,8:42,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,51,Tree 3
S12,29/4/2025,8:24,15,3,2,1,8:42,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,76,Tree 2
S12,29/4/2025,8:24,15,3,2,1,8:44,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,51,Tree 3
S12,29/4/2025,8:24,15,3,2,1,8:44,HETH,Catharus guttatus,Catharus,guttatus,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,51,Tree 3. Mew call
S12,29/4/2025,8:24,15,3,2,1,8:44,HETH,Catharus guttatus,Catharus,guttatus,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,76,Tree 2
S07,29/4/2025,9:00,15,3,1,1,9:05,SCJU,Junco hyemalis,Junco,hyemalis,Vocalising,Vocalisation,Blue spruce,Picea pungens,Picea,pungens,47,"Conifer. Merlin pair vocalising and perched across the street. Heard: BCCH, NOCA, AMRO, MERL."
S07,29/4/2025,9:00,15,3,1,1,9:05,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,107,Tree 1
S07,29/4/2025,9:00,15,3,1,1,9:05,CHSP,Spizella passerina,Spizella,passerina,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,79,Tree 4
S07,29/4/2025,9:00,15,3,1,1,9:05,CHSP,Spizella passerina,Spizella,passerina,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,79,Tree 4
S07,29/4/2025,9:00,15,3,1,1,9:05,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,79,Tree 4
Y13,29/4/2025,9:23,15,3,4,1,9:30,BCCH,Poecile atricapillus,Poecile,atricapillus,Vocalising,Vocalisation,Burning bush,Euonymous alatus,Euonymous,alatus,30,"Extended survey by 5 mins after resident spoke with both of us. Very loud leafblower in neighbouring backyard. MERL pair still in area. CHSP used birdfeeder. Heard: AMRO, NOCA"
Y13,29/4/2025,9:23,15,3,4,1,9:30,BCCH,Poecile atricapillus,Poecile,atricapillus,Vocalising,Vocalisation,Burning bush,Euonymous alatus,Euonymous,alatus,30,I think this is the wrong type of lilac tree (should be Japanese tree lilac) based on the verified yard trees.
Y13,29/4/2025,9:23,15,3,4,1,9:30,BCCH,Poecile atricapillus,Poecile,atricapillus,Vocalising,Vocalisation,Japanese lilac,Syringa reticulata,Syringa,reticulata,37,
Y13,29/4/2025,9:23,15,3,4,1,9:30,BCCH,Poecile atricapillus,Poecile,atricapillus,Vocalising,Vocalisation,Japanese lilac,Syringa reticulata,Syringa,reticulata,37,
Y13,29/4/2025,9:23,15,3,4,1,9:35,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Burning bush,Euonymous alatus,Euonymous,alatus,30,
Y13,29/4/2025,9:23,15,3,4,1,9:36,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
Y13,29/4/2025,9:23,15,3,4,1,9:37,COGR,Quiscalus quiscula,Quiscalus,quiscula,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,140,
Y13,29/4/2025,9:23,15,3,4,1,9:39,BRCR,Certhia americana,Certhia,americana,Glean,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,140,
Y13,29/4/2025,9:23,15,3,4,1,9:40,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Magnolia,Magnolia liliiflora,Magnolia,liliiflora,30,
Y13,29/4/2025,9:23,15,3,4,1,9:41,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Burning bush,Euonymous alatus,Euonymous,alatus,30,Hop
Y13,29/4/2025,9:23,15,3,4,1,9:41,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Burning bush,Euonymous alatus,Euonymous,alatus,30,
Y13,29/4/2025,9:23,15,3,4,1,9:42,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Burning bush,Euonymous alatus,Euonymous,alatus,30,Hop
Y13,29/4/2025,9:23,15,3,4,1,9:43,CHSP,Spizella passerina,Spizella,passerina,Inactive rest,Inactive rest,Japanese maple,Acer palmatum,Acer,palmatum,37,
Y13,29/4/2025,9:23,15,3,4,1,9:43,CHSP,Spizella passerina,Spizella,passerina,Inactive rest,Inactive rest,Japanese maple,Acer palmatum,Acer,palmatum,37,
Y13,29/4/2025,9:23,15,3,4,1,9:43,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Ground,NA,NA,NA,NA,
Y13,29/4/2025,9:23,15,3,4,1,9:44,AMGO,Spinus tristis,Spinus,tristis,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,140,
Y13,29/4/2025,9:23,15,3,4,1,9:44,SCJU,Junco hyemalis,Junco,hyemalis,Vocalising,Vocalisation,Burning bush,Euonymous alatus,Euonymous,alatus,30,
Y13,29/4/2025,9:23,15,3,4,1,9:44,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Burning bush,Euonymous alatus,Euonymous,alatus,30,
Y13,29/4/2025,9:23,15,3,4,1,9:44,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Burning bush,Euonymous alatus,Euonymous,alatus,30,
Y13,29/4/2025,9:23,15,3,4,1,9:45,MODO,Zenaida macroura,Zenaida,macroura,Bathing,Grooming,Birdbath,NA,NA,NA,NA,
Y13,29/4/2025,9:23,15,3,4,1,9:47,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Burning bush,Euonymous alatus,Euonymous,alatus,30,Hop
Y13,29/4/2025,9:23,15,3,4,1,9:48,CHSP,Spizella passerina,Spizella,passerina,Peck,Foraging,Ground,NA,NA,NA,NA,
Y07,5/1/2025,7:06,4,3,2,1,7:23,SOSP,Melospiza melodia,Melospiza,melodia,Peck,Foraging,Ground,NA,NA,NA,NA,
Y07,5/1/2025,7:06,4,3,2,1,7:23,SOSP,Melospiza melodia,Melospiza,melodia,Peck,Foraging,Ground,NA,NA,NA,NA,
Y07,5/1/2025,7:06,4,3,2,1,7:26,SOSP,Melospiza melodia,Melospiza,melodia,Inactive rest,Inactive rest,Weeping mulberry,Morus alba,Morus,alba,18,
S03,5/1/2025,7:31,4,2,3,1,7:42,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Vocalising,Vocalisation,Silver maple,Acer saccharinum,Acer,saccharinum,71,"Heard: EUST, NOCA, AMRO, BCCH, COGR, CHSP"
S03,5/1/2025,7:31,4,2,3,1,7:42,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,75,In front of daycare
S03,5/1/2025,7:31,4,2,3,1,7:45,NOCA,Cardinalis cardinalis,Cardinalis,cardinalis,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,75,In front of daycare
Y05,1/5/2025,8:05,4,2,3,1,8:20,YBSA,Sphyrapicus varius,Sphyrapicus,varius,Peck,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,65,"Heard: WTSP, SOSP, HOSP, CHSP, BCCH, NOCA, MYWA, WBNU, BLJA, NAWA, AMRO, RCKI, AMGO, MERL."
Y05,1/5/2025,8:05,4,2,3,1,8:20,YBSA,Sphyrapicus varius,Sphyrapicus,varius,Peck,Foraging,Silver maple,Acer saccharinum,Acer,saccharinum,65,
Y05,1/5/2025,8:05,4,2,3,1,8:20,YBSA,Sphyrapicus varius,Sphyrapicus,varius,Peck,Foraging,Sugar maple,Acer saccharum,Acer,saccharum,55,
Y05,1/5/2025,8:05,4,2,3,1,8:22,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Sugar maple,Acer saccharum,Acer,saccharum,55,
Y05,1/5/2025,8:05,4,2,3,1,8:22,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,White cedar,Thuja occidentalis,Thuja,occidentalis,264,Hedge
Y05,1/5/2025,8:05,4,2,3,1,8:23,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
Y05,1/5/2025,8:05,4,2,3,1,8:23,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
Y05,1/5/2025,8:05,4,2,3,1,8:23,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
Y05,1/5/2025,8:05,4,2,3,1,8:23,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
Y05,1/5/2025,8:05,4,2,3,1,8:23,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,
S01,1/5/2025,8:32,4,2,3,1,8:32,,,#N/A,#N/A,,,,,,,,"MERL perched in backyard on our side of street. Many BAWW heard and seen in backyards on other side of street. COHA flyover. Heard: NOCA, MYWA, RCKI, AMRO, SOSP, HOSP, AMGO, MYWA, BWWA."
Y20,1/5/2025,8:57,4,2,2,1,9:05,SCJU,Junco hyemalis,Junco,hyemalis,Inactive rest,Inactive rest,Common lilac,Syringa vulgaris,Syringa,vulgaris,22,Shrub
Y20,1/5/2025,8:57,4,2,2,1,9:05,WTSP,Zonotrichia albicollis,Zonotrichia,albicollis,Peck,Foraging,Ground,NA,NA,NA,NA,"MERL perched in neighbours' yards vocalising for most of survey. Most birds silent. Heard: DOWO, NOFL, NOCA, BCCH, COGR, EUST, RCKI."
S16,1/5/2025,9:29,5,2,2,1,9:31,AMCR,Corvus brachyrhynchos,Corvus,brachyrhynchos,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,Perched there for about 5 mins.
S16,1/5/2025,9:29,5,2,2,1,9:41,AMCR,Corvus brachyrhynchos,Corvus,brachyrhynchos,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,Saw 3 AMGO.
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,60,
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,60,
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,60,
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,64,
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,64,
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,64,
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,
S16,1/5/2025,9:29,5,2,2,1,9:43,BCCH,Poecile atricapillus,Poecile,atricapillus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,64,
S16,1/5/2025,9:29,5,2,2,1,9:44,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,50,
S16,1/5/2025,9:29,5,2,2,1,9:44,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,50,
S16,1/5/2025,9:29,5,2,2,1,9:44,BCCH,Poecile atricapillus,Poecile,atricapillus,Glean,Foraging,Norway maple,Acer platanoides,Acer,platanoides,50,
S16,1/5/2025,9:29,5,2,2,1,9:44,MYWA,Setophaga coronata,Setophaga,coronata,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,64,
S16,1/5/2025,9:29,5,2,2,1,9:44,RCKI,Corthylio calendula,Corthylio,calendula,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,64,
S10,8/5/2025,7:17,7,3,2,4,7:20,EUST,Sturnus vulgaris,Sturnus,vulgaris,Bill wipe,Grooming,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:20,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:22,EUST,Sturnus vulgaris,Sturnus,vulgaris,Probe,Foraging,Ground,NA,NA,NA,NA,
S10,8/5/2025,7:17,7,3,2,4,7:22,HOSP,Passer domesticus,Passer,domesticus,Peck,Foraging,Ground,NA,NA,NA,NA,
S10,8/5/2025,7:17,7,3,2,4,7:22,HOSP,Passer domesticus,Passer,domesticus,Peck,Foraging,Ground,NA,NA,NA,NA,
S10,8/5/2025,7:17,7,3,2,4,7:23,EUST,Sturnus vulgaris,Sturnus,vulgaris,Bill wipe,Grooming,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:23,EUST,Sturnus vulgaris,Sturnus,vulgaris,Bill wipe,Grooming,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:23,EUST,Sturnus vulgaris,Sturnus,vulgaris,Preening,Grooming,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:23,EUST,Sturnus vulgaris,Sturnus,vulgaris,Preening,Grooming,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:24,EUST,Sturnus vulgaris,Sturnus,vulgaris,Bill wipe,Grooming,Silver maple,Acer saccharinum,Acer,saccharinum,42,On yard
S10,8/5/2025,7:17,7,3,2,4,7:24,EUST,Sturnus vulgaris,Sturnus,vulgaris,Bill wipe,Grooming,Silver maple,Acer saccharinum,Acer,saccharinum,42,On yard
S10,8/5/2025,7:17,7,3,2,4,7:24,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,42,On yard
S10,8/5/2025,7:17,7,3,2,4,7:24,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,42,On yard
S10,8/5/2025,7:17,7,3,2,4,7:27,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,82,
S10,8/5/2025,7:17,7,3,2,4,7:27,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,82,
S10,8/5/2025,7:17,7,3,2,4,7:27,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,82,
S10,8/5/2025,7:17,7,3,2,4,7:27,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Sugar maple,Acer saccharum,Acer,saccharum,41,Check tree species. Tree is beside the Norway.
S10,8/5/2025,7:17,7,3,2,4,7:30,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Sugar maple,Acer saccharum,Acer,saccharum,41,
S10,8/5/2025,7:17,7,3,2,4,7:30,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Ginkgo,Ginkgo biloba,Ginkgo,biloba,6,Check tree species.
S10,8/5/2025,7:17,7,3,2,4,7:30,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,Ginkgo,Ginkgo biloba,Ginkgo,biloba,6,Check tree species.
S10,8/5/2025,7:17,7,3,2,4,7:34,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Silver maple,Acer saccharinum,Acer,saccharinum,76,
S10,8/5/2025,7:17,7,3,2,4,7:36,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:36,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,Norway maple,Acer platanoides,Acer,platanoides,40,
S10,8/5/2025,7:17,7,3,2,4,7:36,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,Norway maple,Acer platanoides,Acer,platanoides,40,
Y27,8/5/2025,7:55,7,3,1,4,,,,#N/A,#N/A,,,,,,,,"Cat in alleyway. Heard: NOCA, BCCH, HOSP, EUST, CHSP, BLJA, AMRO, GREG, CAGO, ROPI, RBGU"
S09,8/5/2025,8:21,7,3,1,4,8:21,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Common hackberry,Celtis occidentalis,Celtis,occidentalis,6,Check tree species.
S09,8/5/2025,8:21,7,3,1,4,8:21,HOSP,Passer domesticus,Passer,domesticus,Peck,Foraging,Ground,NA,NA,NA,NA,
S09,8/5/2025,8:21,7,3,1,4,8:23,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,49,Ash #1
S09,8/5/2025,8:21,7,3,1,4,8:23,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,49,
S09,8/5/2025,8:21,7,3,1,4,8:25,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,Common hackberry,Celtis occidentalis,Celtis,occidentalis,6,Check tree species.
S09,8/5/2025,8:21,7,3,1,4,8:26,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,58,
S09,8/5/2025,8:21,7,3,1,4,8:30,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,49,
S09,8/5/2025,8:21,7,3,1,4,8:30,HOSP,Passer domesticus,Passer,domesticus,Unknown,Unknown,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,49,
S09,8/5/2025,8:21,7,3,1,4,8:31,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,49,
S09,8/5/2025,8:21,7,3,1,4,8:31,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,49,
S09,8/5/2025,8:21,7,3,1,4,8:31,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Norway maple,Acer platanoides,Acer,platanoides,58,
S09,8/5/2025,8:21,7,3,1,4,8:31,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Norway maple,Acer platanoides,Acer,platanoides,58,
S09,8/5/2025,8:21,7,3,1,4,8:31,HOSP,Passer domesticus,Passer,domesticus,Bill wipe,Grooming,Common hackberry,Celtis occidentalis,Celtis,occidentalis,6,Check tree species.
S09,8/5/2025,8:21,7,3,1,4,8:31,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Common hackberry,Celtis occidentalis,Celtis,occidentalis,6,Check tree species.
S09,8/5/2025,8:21,7,3,1,4,8:31,HOSP,Passer domesticus,Passer,domesticus,Inactive rest,Inactive rest,Common hackberry,Celtis occidentalis,Celtis,occidentalis,6,Check tree species.
S09,8/5/2025,8:21,7,3,1,4,8:36,HOSP,Passer domesticus,Passer,domesticus,Vocalising,Vocalisation,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,57,Ash #3
S09,8/5/2025,8:21,7,3,1,4,8:37,EUST,Sturnus vulgaris,Sturnus,vulgaris,Inactive rest,Inactive rest,Red ash,Fraxinus pennsylvanica,Fraxinus,pennsylvanica,83,Ash #2
