"","Yard.code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH","Notes","BehaviourType","Type","IsHedge","Basal.density","DBH..cm.","X","Frequency"
"1101","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","HOSP","Passer domesticus","Perch","10:20","Red ash","Fraxinus pennsylvanica",NA,"","Rest","Yard","No","11.3989116",72,"",0.0592105263157895
"1102","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Glean","10:22","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1103","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Perch","10:27","Red ash","Fraxinus pennsylvanica",NA,"","Rest","Yard","No","11.3989116",72,"",0.0592105263157895
"1104","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Bill wipe","10:27","Common lilac","Syringa vulgaris",NA,"","Grooming","Yard","No","11.3989116",5,"",NA
"1106","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Perch","10:28","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","11.3989116",5,"",NA
"1107","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Perch","10:28","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","11.3989116",5,"",NA
"1108","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Glean","10:30","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1109","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Glean","10:30","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1110","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Glean","10:30","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1114","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","HOSP","Passer domesticus","Perch","10:34","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","11.3989116",5,"",NA
"1115","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Glean","10:35","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1116","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Glean","10:35","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1118","Y31","18/07/2024","8:51","9:11",20,2,3,"Thursday","HOSP","Passer domesticus","Perch","8:51","Norway maple","Acer platanoides",NA,"","Rest","Yard","Yes","0.8590313",42,"",0.236842105263158
"1119","Y31","18/07/2024","8:51","9:11",20,2,3,"Thursday","HOSP","Passer domesticus","Perch","8:54","White cedar","Thuja occidentalis",NA,"Hedge","Rest","Yard","Yes","0.8590313",NA,"",NA
"1120","Y31","18/07/2024","8:51","9:11",20,2,3,"Thursday","HOSP","Passer domesticus","Perch","8:54","White cedar","Thuja occidentalis",NA,"Hedge","Rest","Yard","Yes","0.8590313",NA,"",NA
"1121","Y31","18/07/2024","8:51","9:11",20,2,3,"Thursday","HOSP","Passer domesticus","Perch","9:11","White cedar","Thuja occidentalis",NA,"Hedge","Rest","Yard","Yes","0.8590313",NA,"",NA
