"","Yard.code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH","Notes","BehaviourType","Type","IsHedge","Basal.density","DBH..cm.","X","Frequency"
"853","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","BCCH","Poecile atricapillus","Reach","7:42","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"854","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","BCCH","Poecile atricapillus","Vocalize","7:43","Norway spruce","Acer platanoides",NA,"","Territory_defense","Yard","No","36.854895",49,"",0.236842105263158
"855","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","BCCH","Poecile atricapillus","Vocalize","7:43","Norway spruce","Acer platanoides",NA,"","Territory_defense","Yard","No","36.854895",49,"",0.236842105263158
"856","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","BCCH","Poecile atricapillus","Hang","7:45","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"857","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","BCCH","Poecile atricapillus","Reach","7:46","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"858","Y18","19/06/2024","7:26","7:46",26,4,2,"Wednesday","BCCH","Poecile atricapillus","Glean","7:46","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"859","Y03","19/06/2024","7:56","8:16",26,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:03","White cedar","Thuja occidentalis",NA,"AMRO, CHSW, SOSP, AMCR, BCCH, NOCA, CHSP seen or heard. 4 CHSP in street tree, 2 on sidewalk. NOCA bathing in neighbour's sprinkler. Lots of pollinators in yard.","Territory_defense","Yard","Yes","2.5470304",NA,"",NA
"863","Y03","19/06/2024","7:56","8:16",26,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Preen","8:15","White cedar","Thuja occidentalis",NA,"White cedar dense hedge, about 2m tall","Grooming","Yard","Yes","2.5470304",NA,"",NA
"865","Y03","19/06/2024","7:56","8:16",26,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:16","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","Yes","2.5470304",NA,"",NA
"866","Y05","19/06/2024","8:26","8:46",28,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:30","Silver maple","Acer saccharinum",NA,"","Territory_defense","Yard","Yes","5.1747616",60,"",0.236842105263158
"870","Y24","20/06/2024","7:49","8:09",27,1,2,"Thursday","AMGO","Spinus tristis","Perch","7:52","Norway maple","Acer platanoides",NA,"BCCH, NOCA, HOSP, AMGO, SOSP, AMRO, CHSP, REVI, AMCR, CEDW, CHSW seen or heard.","Rest","Yard","Yes","66.8015769",15,"",0.236842105263158
"871","Y24","20/06/2024","7:49","8:09",27,1,2,"Thursday","AMGO","Spinus tristis","Perch","7:52","Norway maple","Acer platanoides",NA,"","Rest","Yard","Yes","66.8015769",15,"",0.236842105263158
"874","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Glean","7:04","White cedar","Thuja occidentalis",NA,"DOWO in neighbour's large silver maple. BCCH, HOSP, NOCA, AMRO, AMCR, SOSP, REVI, COGR seen or heard. Black cat. ","Foraging","Yard","No","8.9523931",9,"",NA
"875","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Glean","7:05","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","8.9523931",9,"",NA
"877","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Vocalize","7:11","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","No","8.9523931",9,"",NA
"878","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Perch","7:11","White cedar","Thuja occidentalis",NA,"","Rest","Yard","No","8.9523931",9,"",NA
"879","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Hop","7:13","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","8.9523931",9,"",NA
"880","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Hop","7:13","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","8.9523931",9,"",NA
"881","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Preen","7:13","White cedar","Thuja occidentalis",NA,"","Grooming","Yard","No","8.9523931",9,"",NA
"882","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Hop","7:14","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","8.9523931",9,"",NA
"883","Y45","21/06/2024","6:56","7:16",20,1,3,"Friday ","HOSP","Passer domesticus","Hop","7:14","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","8.9523931",9,"",NA
"889","Y13","21/06/2024","7:25","7:45",20,1,3,"Friday ","AMRO","Turdus migratorius","Hop","7:44","Silver maple","Acer saccharinum",NA,"","Foraging","Yard","Yes","12.7497909",140,"",0.236842105263158
"890","Y13","21/06/2024","7:25","7:45",20,1,3,"Friday ","AMRO","Turdus migratorius","Hop","7:44","Silver maple","Acer saccharinum",NA,"","Foraging","Yard","Yes","12.7497909",140,"",0.236842105263158
"891","Y13","21/06/2024","7:25","7:45",20,1,3,"Friday ","AMRO","Turdus migratorius","Hop","7:44","Silver maple","Acer saccharinum",NA,"","Foraging","Yard","Yes","12.7497909",140,"",0.236842105263158
"892","Y13","21/06/2024","7:25","7:45",20,1,3,"Friday ","AMRO","Turdus migratorius","Perch","7:44","Silver maple","Acer saccharinum",NA,"","Rest","Yard","Yes","12.7497909",140,"",0.236842105263158
"893","Y32","21/06/2024","9:19","9:39",21,4,3,"Friday ","HOSP","Passer domesticus","Perch","9:19","White cedar","Thuja occidentalis",NA,"NOFL vocalizing from atop large conifer across the street in backyard. HOSP, AMCR, NOFL, NOCA, CHSP, CHSW, AMRO, COGR, SOSP heard or seen.","Rest","Yard","No","18.1459564",10,"",NA
"902","Y20","25/06/2024","7:19","7:39",18,1,2,"Tuesday","SOSP","Melospiza melodia","Vocalize","7:36","Common lilac","Syringa vulgaris",NA,"","Territory_defense","Yard","No","44.9160733",1,"",NA
"909","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Peck","9:12","Norway maple","Acer platanoides",NA,"","Foraging","Yard","No","12.2787018",35,"",0.236842105263158
"910","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Perch","9:14","Norway maple","Acer platanoides",NA,"","Rest","Yard","No","12.2787018",35,"",0.236842105263158
"911","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Perch","9:16","Norway maple","Acer platanoides",NA,"","Rest","Yard","No","12.2787018",35,"",0.236842105263158
"912","Y49","25/06/2024","9:10","9:30",21,1,2,"Tuesday","HOSP","Passer domesticus","Perch","9:16","Norway maple","Acer platanoides",NA,"","Rest","Yard","No","12.2787018",35,"",0.236842105263158
"926","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Bill wipe","9:42","Common lilac","Syringa vulgaris",NA,"GREG flyover. Busy street in front yard (lots of car noises). HOSP, AMCR, EUST, CHSW, AMGO seen or heard.","Grooming","Yard","No","11.3989116",15,"",NA
"927","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Perch","9:42","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","11.3989116",15,"",NA
"930","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","HOSP","Passer domesticus","Perch","9:43","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","11.3989116",15,"",NA
"935","Y28","26/06/2024","9:40","10:00",22,3,4,"Wednesday","AMGO","Spinus tristis","Perch","9:56","Red ash","Fraxinus pennsylvanica",NA,"","Rest","Yard","No","11.3989116",72,"",0.0592105263157895
"938","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Glean","8:14","Manitoba maple","Acer negundo",NA,"","Foraging","Yard","No","8.7178143",52,"",NA
"939","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:17","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",39,"",NA
"940","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:17","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",39,"",NA
"942","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","SOSP","Melospiza melodia","Bill wipe","8:18","Common lilac","Syringa vulgaris",NA,"","Grooming","Yard","No","8.7178143",2,"",NA
"943","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Glean","8:23","Manitoba maple","Acer negundo",NA,"","Foraging","Yard","No","8.7178143",39,"",NA
"944","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Glean","8:24","Manitoba maple","Acer negundo",NA,"","Foraging","Yard","No","8.7178143",39,"",NA
"945","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:25","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",52,"",NA
"946","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","HOSP","Passer domesticus","Perch","8:30","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",52,"",NA
"948","Y33","27/06/2024","8:13","8:33",15,3,2,"Thursday","YEWA","Setophaga petechia","Glean","8:32","Manitoba maple","Acer negundo",NA,"yay!","Foraging","Yard","No","8.7178143",52,"",NA
"950","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Perch","8:43","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","No",9,"",NA
"951","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Vocalize","8:49","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","No","No",29,"",NA
"952","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Vocalize","8:52","Common lilac","Syringa vulgaris",NA,"","Territory_defense","Yard","No","No",9,"",NA
"953","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Glean","8:53","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","No",40,"",NA
"954","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Glean","8:55","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","No",40,"",NA
"955","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Bill wipe","8:55","White ash","Fraxinus americana",NA,"","Grooming","Yard","No","No",40,"",NA
"956","Y25","28/06/2024","8:42","9:02",15,1,1,"Friday ","HOSP","Passer domesticus","Perch","8:58","White cedar","Thuja occidentalis",NA,"","Rest","Yard","No","No",29,"",NA
"963","Y31","02/07/2024","8:21","8:41",21,1,2,"Tuesday","BCCH","Poecile atricapillus","Vocalize","8:27","Norway maple","Acer platanoides",NA,"Bunny in yard. CHSP in street tree. MODO, NOCAm AMRO, SOSP, HOSP, WBNU seen or heard. ","Territory_defense","Yard","Yes","0.8590313",45,"",0.236842105263158
"965","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:00","White cedar","Thuja occidentalis",NA,"CHSP, WBNU X3 in street tree. One WBNU seems to be a juvenile that is begging. NOFL vocalizing (chirp call). COGR flew through apple tree in backyard. Male NOCA flying around.","Territory_defense","Yard","No","18.1459564",10,"",NA
"966","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:08","White cedar","Thuja occidentalis",NA,"*juvenile","Territory_defense","Yard","No","18.1459564",2,"",NA
"967","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:08","White cedar","Thuja occidentalis",NA,"*female","Territory_defense","Yard","No","18.1459564",2,"",NA
"970","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Vocalize","8:11","White cedar","Thuja occidentalis",NA,"*female","Territory_defense","Yard","No","18.1459564",10,"",NA
"972","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:16","White cedar","Thuja occidentalis",NA,"*male","Territory_defense","Yard","No","18.1459564",10,"",NA
"973","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","HOSP","Passer domesticus","Vocalize","8:16","White cedar","Thuja occidentalis",NA,"*female","Territory_defense","Yard","No","18.1459564",10,"",NA
"974","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Beg","8:17","White cedar","Thuja occidentalis",NA,"*juvenile","Reproduction","Yard","No","18.1459564",4,"",NA
"975","Y32","03/07/2024","7:57","8:17",20,1,2,"Wednesday","NOCA","Cardinalis cardinalis","Feed young","8:17","White cedar","Thuja occidentalis",NA,"*female","Reproduction","Yard","No","18.1459564",4,"",NA
"978","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Build nest","7:32","Norway spruce","Picea abies",NA,"*tree on front lawn. Mama AMRO is nesting in that tree.","Reproduction","Yard","No","36.854895",30,"",NA
"979","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","WBNU","Sitta carolinensis","Peck","7:33","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"980","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:33","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"981","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:33","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"983","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","NOFL","Colaptes auratus","Peck","7:33","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",49,"",NA
"984","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"985","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"986","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"987","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:34","White ash","Fraxinus americana",NA,"","Foraging","Yard","No","36.854895",60,"",NA
"989","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Preen","7:38","Norway maple","Acer platanoides",NA,"*juvenile","Grooming","Yard","No","36.854895",5,"",0.236842105263158
"990","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","7:39","Norway spruce","Picea abies",NA,"","Territory_defense","Yard","No","36.854895",49,"",NA
"992","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","NOFL","Colaptes auratus","Preen","7:40","Norway spruce","Picea abies",NA,"","Grooming","Yard","No","36.854895",49,"",NA
"993","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Glean","7:40","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",30,"",NA
"995","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Glean","7:42","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",49,"",NA
"996","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Glean","7:42","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",30,"",NA
"997","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:44","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",49,"",NA
"998","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","NOFL","Colaptes auratus","Vocalize","7:44","Norway spruce","Picea abies",NA,"","Territory_defense","Yard","No","36.854895",49,"",NA
"999","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:44","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",30,"",NA
"1000","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:44","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",30,"",NA
"1002","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","AMRO","Turdus migratorius","Perch","7:45","Norway spruce","Picea abies",NA,"","Rest","Yard","No","36.854895",30,"",NA
"1003","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","RBNU","Sitta canadensis","Vocalize","7:46","Norway spruce","Picea abies",NA,"","Territory_defense","Yard","No","36.854895",49,"",NA
"1004","Y18","04/07/2024","7:32","7:52",22,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","7:48","Norway spruce","Picea abies",NA,"","Foraging","Yard","No","36.854895",49,"",NA
"1005","Y03","04/07/2024","7:59","8:19",22,3,3,"Thursday","SOSP","Melospiza melodia","Vocalize","7:59","White cedar","Thuja occidentalis",NA,"NOFL X3: pair on electric wire in backyard, other in neighbour's tree. WBNU and BCCH heard in neighbour's tree. Tall hedge along back. Juvenile SOSP around. NOFL in Norway maple street tree.","Territory_defense","Yard","Yes","2.5470304",NA,"",NA
"1009","Y03","04/07/2024","7:59","8:19",22,3,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","8:19","White cedar","Thuja occidentalis",NA,"","Rest","Yard","Yes","2.5470304",NA,"",NA
"1013","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","HOSP","Passer domesticus","Vocalize","9:27","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","No","24.3215042",35,"",NA
"1014","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","HOSP","Passer domesticus","Vocalize","9:27","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","No","24.3215042",35,"",NA
"1019","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","9:31","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","No","24.3215042",35,"",NA
"1020","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","9:31","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","No","24.3215042",35,"",NA
"1021","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","9:31","White cedar","Thuja occidentalis",NA,"","Territory_defense","Yard","No","24.3215042",35,"",NA
"1022","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hop","9:31","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","24.3215042",35,"",NA
"1025","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hop","9:32","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","24.3215042",35,"",NA
"1045","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:43","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","24.3215042",9,"",NA
"1046","Y47","04/07/2024","9:24","9:44",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:44","White cedar","Thuja occidentalis",NA,"","Rest","Yard","No","24.3215042",35,"",NA
"1048","Y06","05/07/2024","8:17","8:37",22,4,3,"Friday ","NOCA","Cardinalis cardinalis","Perch","8:22","Common lilac","Syringa vulgaris",NA,"Many CHSW flyovers","Rest","Yard","Yes","5.2786735",11,"",NA
"1050","Y06","05/07/2024","8:17","8:37",22,4,3,"Friday ","NOCA","Cardinalis cardinalis","Perch","8:23","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","Yes","5.2786735",11,"",NA
"1052","Y06","05/07/2024","8:17","8:37",22,4,3,"Friday ","NOCA","Cardinalis cardinalis","Perch","8:25","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","Yes","5.2786735",11,"",NA
"1054","Y06","05/07/2024","8:17","8:37",22,4,3,"Friday ","NOCA","Cardinalis cardinalis","Perch","8:35","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","Yes","5.2786735",11,"",NA
"1056","Y06","05/07/2024","8:17","8:37",22,4,3,"Friday ","NOCA","Cardinalis cardinalis","Perch","8:35","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","Yes","5.2786735",11,"",NA
"1059","Y06","05/07/2024","8:17","8:37",22,4,3,"Friday ","BCCH","Poecile atricapillus","Glean","8:36","Silver maple","Acer saccharinum",NA,"","Foraging","Yard","Yes","5.2786735",17,"",0.236842105263158
"1060","Y24","05/07/2024","8:46","9:06",21,4,3,"Friday ","CHSP","Spizella passerina","Perch","9:01","White cedar","Thuja occidentalis",NA,"AMGO, BCCH, RBNU, SOSP, NOCA, CHSP. EUST, AMRO, CHSW heard/seen around.

Garden smells so so good","Rest","Yard","Yes","66.8015769",10,"",NA
"1062","Y27","08/07/2024","8:33","8:53",23,2,2,"Monday","EUST","Sturnus vulgaris","Vocalize","8:33","Manitoba maple","Acer negundo",NA,"House is sold. HOSP X2 perch on dead ash tree on front lawn. AMRO juvenile on roof and parent in neighbour's yard. CEDW heard.","Territory_defense","Yard","No","5.504345",106,"",NA
"1063","Y27","08/07/2024","8:33","8:53",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","8:39","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","5.504345",106,"",NA
"1064","Y27","08/07/2024","8:33","8:53",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","8:41","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","5.504345",106,"",NA
"1066","Y25","09/07/2024","8:00","8:20",23,4,2,"Tuesday","HOSP","Passer domesticus","Perch","8:09","White cedar","Thuja occidentalis",NA,"WRONG HOUSE!!! Lots of sparrows on house. COGR, CHSP, CEDW, CHSW seen or heard. CHSW flying low.","Rest","Yard","No","No",15,"",NA
"1067","Y25","09/07/2024","8:00","8:20",23,4,2,"Tuesday","HOSP","Passer domesticus","Perch","8:11","White ash","Fraxinus americana",NA,"","Rest","Yard","No","No",40,"",NA
"1068","Y25","09/07/2024","8:00","8:20",23,4,2,"Tuesday","HOSP","Passer domesticus","Perch","8:14","White ash","Fraxinus americana",NA,"","Rest","Yard","No","No",40,"",NA
"1069","Y25","09/07/2024","8:00","8:20",23,4,2,"Tuesday","HOSP","Passer domesticus","Glean","8:16","Common lilac","Syringa vulgaris",NA,"","Foraging","Yard","No","No",9,"",NA
"1070","Y25","09/07/2024","8:00","8:20",23,4,2,"Tuesday","HOSP","Passer domesticus","Glean","8:16","Common lilac","Syringa vulgaris",NA,"","Foraging","Yard","No","No",9,"",NA
"1071","Y25","09/07/2024","8:00","8:20",23,4,2,"Tuesday","HOSP","Passer domesticus","Glean","8:17","White cedar","Thuja occidentalis",NA,"","Foraging","Yard","No","No",15,"",NA
"1072","Y25","09/07/2024","8:00","8:20",23,4,2,"Tuesday","HOSP","Passer domesticus","Perch","8:19","White ash","Fraxinus americana",NA,"","Rest","Yard","No","No",40,"",NA
"1075","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","HOSP","Passer domesticus","Glean","7:53","Manitoba maple","Acer negundo",NA,"So many CHSW","Foraging","Yard","No","8.7178143",42,"",NA
"1076","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","EUST","Sturnus vulgaris","Perch","7:49","Manitoba maple","Acer negundo",NA,"Lots of pollinators in adjacent front yard","Rest","Yard","No","8.7178143",30,"",NA
"1077","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","HOSP","Passer domesticus","Perch","8:00","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",42,"",NA
"1078","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","HOSP","Passer domesticus","Bill wipe","8:00","Manitoba maple","Acer negundo",NA,"","Grooming","Yard","No","8.7178143",42,"",NA
"1079","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","HOSP","Passer domesticus","Perch","8:00","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",30,"",NA
"1080","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","HOSP","Passer domesticus","Bill wipe","8:00","Manitoba maple","Acer negundo",NA,"","Grooming","Yard","No","8.7178143",30,"",NA
"1081","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","HOSP","Passer domesticus","Perch","8:02","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",42,"",NA
"1082","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","HOSP","Passer domesticus","Perch","8:02","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",42,"",NA
"1083","Y33","12/07/2024","7:47","8:07",20,4,1,"Friday ","EUST","Sturnus vulgaris","Perch","8:06","Manitoba maple","Acer negundo",NA,"","Rest","Yard","No","8.7178143",42,"",NA
"1087","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","AMGO","Spinus tristis","Hop","10:20","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1088","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Perch","10:20","Red ash","Fraxinus pennsylvanica",NA,"","Rest","Yard","No","11.3989116",72,"",0.0592105263157895
"1089","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Perch","10:20","Red ash","Fraxinus pennsylvanica",NA,"","Rest","Yard","No","11.3989116",60,"",0.0592105263157895
"1095","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Perch","10:24","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","11.3989116",5,"",NA
"1096","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Perch","10:24","Common lilac","Syringa vulgaris",NA,"","Rest","Yard","No","11.3989116",5,"",NA
"1098","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Bill wipe","10:26","Common lilac","Syringa vulgaris",NA,"","Grooming","Yard","No","11.3989116",5,"",NA
"1099","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Glean","10:30","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
"1100","Y28","12/07/2024","10:16","10:36",23,4,2,"Friday ","BCCH","Poecile atricapillus","Peck","10:32","Red ash","Fraxinus pennsylvanica",NA,"","Foraging","Yard","No","11.3989116",72,"",0.0592105263157895
