"","Yard.code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH","Notes","BehaviourType","Type","IsHedge","Basal.density"
"443","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA"
"444","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA"
"445","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"446","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","* HOSP X3 females perched around cavity","Rest","Street","NA","NA"
"447","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"448","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"449","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:03","Silver maple","Acer saccharinum","70","","Foraging","Street","NA","NA"
"450","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:04","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"451","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum","50","*one begged while the other gleaned","Reproduction","Street","NA","NA"
"452","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum","50","*one begged while the other gleaned","Reproduction","Street","NA","NA"
"453","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:06","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"454","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:07","Silver maple","Acer saccharinum","70","","Foraging","Street","NA","NA"
"455","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:07","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"456","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:07","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"457","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Feed young","9:07","Silver maple","Acer saccharinum","62","","Reproduction","Street","NA","NA"
"458","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Preen","9:08","Silver maple","Acer saccharinum","68","","Grooming","Street","NA","NA"
"459","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:08","Silver maple","Acer saccharinum","112","","Reproduction","Street","NA","NA"
"460","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:08","Silver maple","Acer saccharinum","112","","Reproduction","Street","NA","NA"
"461","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Vocalize","9:08","Silver maple","Acer saccharinum","112","","Territory_defense","Street","NA","NA"
"462","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Gape","9:09","Ground",NA,NA,"","Foraging","Street","NA","NA"
"463","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"464","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"465","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"466","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"467","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Perch","9:09","Silver maple","Acer saccharinum","62","*perched and peering into the cavity that HOSP are nesting in","Rest","Street","NA","NA"
"468","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","9:09","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA"
"469","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Perch","9:09","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA"
"470","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Preen","9:09","Silver maple","Acer saccharinum","68","","Grooming","Street","NA","NA"
"471","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","9:09","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA"
"472","S18","05/07/2024","9:16","9:36",21,4,3,"Friday","AMRO","Turdus migratorius","Peck","9:26","Ground",NA,NA,"REVI in backyard, WBNU/NOCA/CHSP heard/seen","Foraging","Street","NA","NA"
"473","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","REVI","Vireo olivaceus","Vocalize","7:27","White elm","Ulmus americana","74","BLJA and GREG flyover.","Territory_defense","Street","NA","NA"
"474","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","BCCH","Poecile atricapillus","Perch","7:32","European linden","Tilia × europaea","46","","Rest","Street","NA","NA"
"475","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","WBNU","Sitta carolinensis","Glean","7:33","White elm","Ulmus americana","74","","Foraging","Street","NA","NA"
"476","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","WBNU","Sitta carolinensis","Glean","7:34","Silver maple","Acer saccharinum","25","","Foraging","Street","NA","NA"
"477","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","AMRO","Turdus migratorius","Stand","7:38","Ground",NA,NA,"","Rest","Street","NA","NA"
"478","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","BCCH","Poecile atricapillus","Glean","7:40","White elm","Ulmus americana","74","","Foraging","Street","NA","NA"
"479","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","BCCH","Poecile atricapillus","Perch","7:40","European linden","Tilia × europaea","58","","Rest","Street","NA","NA"
"480","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","7:43","European linden","Tilia × europaea","58","","Grooming","Street","NA","NA"
"481","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Perch","7:44","European linden","Tilia × europaea","46","","Rest","Street","NA","NA"
"482","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Hop","7:44","Ground",NA,NA,"","Foraging","Street","NA","NA"
"483","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","AMRO","Turdus migratorius","Carry food","7:45","Ground",NA,NA,"","Reproduction","Street","NA","NA"
"484","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Hop","7:46","European linden","Tilia × europaea","58","","Foraging","Street","NA","NA"
"485","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Hop","7:46","European linden","Tilia × europaea","58","","Foraging","Street","NA","NA"
"486","S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Perch","7:47","European linden","Tilia × europaea","46","","Rest","Street","NA","NA"
"487","S05","08/07/2024","7:55","8:15",22,2,2,"Monday","EUST","Sturnus vulgaris","Gape","7:59","Ground",NA,NA,"HOSP, EUST, CHSW, COGR seen or heard.","Foraging","Street","NA","NA"
"488","S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Preen","8:11","White cedar","Thuja occidentalis","10","","Grooming","Street","NA","NA"
"489","S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","8:11","White cedar","Thuja occidentalis","10","","Grooming","Street","NA","NA"
"490","S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Preen","8:14","White cedar","Thuja occidentalis","10","","Grooming","Street","NA","NA"
"491","S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Perch","8:14","Celebration maple","Acer x freemanii Celebration","18","","Rest","Street","NA","NA"
"492","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Hop","8:57","Ground",NA,NA,"CHSW pair seen flying very low. Construction at end of street. CHSP, CHSW, EUST (loud), MODO, ROPI seen or heard.","Foraging","Street","NA","NA"
"493","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Hop","8:57","Ground",NA,NA,"","Foraging","Street","NA","NA"
"494","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Vocalize","8:57","Common lilac","Syringa vulgaris","15","","Territory_defense","Street","NA","NA"
"495","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","8:58","Ground",NA,NA,"","Foraging","Street","NA","NA"
"496","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","8:59","Ground",NA,NA,"","Foraging","Street","NA","NA"
"497","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","8:59","Riverbank grape","Vitis riparia",NA,"","Foraging","Street","NA","NA"
"498","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","8:59","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"499","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","8:59","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"500","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:01","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"501","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"502","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"503","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"504","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"505","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"506","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"507","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Red ash","Fraxinus pennsylvanica","54","","Rest","Street","NA","NA"
"508","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:02","Norway maple","Acer platanoides","50","","Rest","Street","NA","NA"
"509","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:03","Norway maple","Acer platanoides","50","","Rest","Street","NA","NA"
"510","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:03","Norway maple","Acer platanoides","50","","Foraging","Street","NA","NA"
"511","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:03","Norway maple","Acer platanoides","50","","Foraging","Street","NA","NA"
"512","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:04","Red ash","Fraxinus pennsylvanica","54","","Rest","Street","NA","NA"
"513","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","9:04","Common lilac","Syringa vulgaris","15","","Grooming","Street","NA","NA"
"514","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:05","Red ash","Fraxinus pennsylvanica","45","","Foraging","Street","NA","NA"
"515","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"516","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"517","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"518","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"519","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"520","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"521","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"522","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"523","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"524","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"525","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:09","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"526","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:10","Red ash","Fraxinus pennsylvanica","54","","Rest","Street","NA","NA"
"527","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Vocalize","9:10","Manitoba maple","Acer negundo","32","","Territory_defense","Street","NA","NA"
"528","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Vocalize","9:10","Manitoba maple","Acer negundo","32","","Territory_defense","Street","NA","NA"
"529","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:11","Red ash","Fraxinus pennsylvanica","54","","Foraging","Street","NA","NA"
"530","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Hop","9:11","Red ash","Fraxinus pennsylvanica","27","","Foraging","Street","NA","NA"
"531","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:13","Red ash","Fraxinus pennsylvanica","45","","Foraging","Street","NA","NA"
"532","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:14","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"533","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:14","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"534","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:15","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"535","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:15","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"536","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:16","Red ash","Fraxinus pennsylvanica","80","","Rest","Street","NA","NA"
"537","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:16","Red ash","Fraxinus pennsylvanica","80","","Rest","Street","NA","NA"
"538","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","9:16","Red ash","Fraxinus pennsylvanica","45","","Grooming","Street","NA","NA"
"539","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"540","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"541","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","EUST","Sturnus vulgaris","Perch","9:17","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"542","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"543","S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"544","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Perch","6:59","Silver maple","Acer saccharinum","81","COGR, BCCH (loud), BLJA, ROPI seen or heard.","Rest","Street","NA","NA"
"545","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Peck","7:01","Ground",NA,NA,"","Foraging","Street","NA","NA"
"546","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:02","Ground",NA,NA,"","Foraging","Street","NA","NA"
"547","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:02","Ground",NA,NA,"","Foraging","Street","NA","NA"
"548","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Bill wipe","7:05","Silver maple","Acer saccharinum","74","","Grooming","Street","NA","NA"
"549","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Vocalize","7:05","Silver maple","Acer saccharinum","74","","Territory_defense","Street","NA","NA"
"550","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Preen","7:05","Silver maple","Acer saccharinum","74","","Grooming","Street","NA","NA"
"551","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Vocalize","7:07","Silver maple","Acer saccharinum","74","","Territory_defense","Street","NA","NA"
"552","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Hop","7:09","Ground",NA,NA,"","Foraging","Street","NA","NA"
"553","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Hop","7:09","Ground",NA,NA,"","Foraging","Street","NA","NA"
"554","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","BCCH","Poecile atricapillus","Glean","7:12","Norway maple","Acer platanoides","64","","Foraging","Street","NA","NA"
"555","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:12","Ground",NA,NA,"","Foraging","Street","NA","NA"
"556","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:16","Ground",NA,NA,"","Foraging","Street","NA","NA"
"557","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:16","Ground",NA,NA,"","Foraging","Street","NA","NA"
"558","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:17","Silver maple","Acer saccharinum","81","","Rest","Street","NA","NA"
"559","S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Peck","7:17","Ground",NA,NA,"","Foraging","Street","NA","NA"
"560","S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","CHSP","Spizella passerina","Vocalize","7:34","Silver maple","Acer saccharinum","68","Very quiet overall. NOCA vocalizing loudly, but we were unable to see it in the tree. ","Territory_defense","Street","NA","NA"
"561","S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","BCCH","Poecile atricapillus","Vocalize","7:36","Silver maple","Acer saccharinum","68","","Territory_defense","Street","NA","NA"
"562","S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","BCCH","Poecile atricapillus","Glean","7:36","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA"
"563","S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Hop","7:39","Silver maple","Acer saccharinum","61","","Foraging","Street","NA","NA"
"564","S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Hop","7:39","Silver maple","Acer saccharinum","61","","Foraging","Street","NA","NA"
"565","S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Vocalize","7:39","Silver maple","Acer saccharinum","61","","Territory_defense","Street","NA","NA"
"566","S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Vocalize","7:39","Silver maple","Acer saccharinum","61","","Territory_defense","Street","NA","NA"
"567","S14","09/07/2024","8:35","8:55",24,4,2,"Tuesday",NA,"","","","","","","MERL flyover. House under construction on street.","NA","Street","NA","NA"
"568","S15","12/07/2024","8:11","8:31",20,4,1,"Friday","HOSP","Passer domesticus","Peck","8:12","Ground",NA,NA,"","Foraging","Street","NA","NA"
"569","S15","12/07/2024","8:11","8:31",20,4,1,"Friday","HOSP","Passer domesticus","Hop","8:30","Ground",NA,NA,"","Foraging","Street","NA","NA"
"570","S15","12/07/2024","8:11","8:31",20,4,1,"Friday","HOSP","Passer domesticus","Peck","8:31","Ground",NA,NA,"","Foraging","Street","NA","NA"
"571","S12","12/07/2024","8:45","9:05",21,4,1,"Friday","AMRO","Turdus migratorius","Perch","8:51","Silver maple","Acer saccharinum","112","CHSW, CEDW. NOCA, MERL, CHSP, SOSP, AMRO, WBNU","Rest","Street","NA","NA"
"572","S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:52","Silver maple","Acer saccharinum","61","","Rest","Street","NA","NA"
"573","S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:59","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA"
"574","S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:59","Silver maple","Acer saccharinum","70","","Rest","Street","NA","NA"
"575","S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:59","Silver maple","Acer saccharinum","70","","Rest","Street","NA","NA"
"576","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","HOSP","Passer domesticus","Peck","9:55","Ground",NA,NA,"Horrible smell on the street","Foraging","Street","NA","NA"
"577","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Vocalize","9:51","Silver maple","Acer saccharinum","98","Heard AMGO, NOFL","Territory_defense","Street","NA","NA"
"578","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","CHSP","Spizella passerina","Perch","9:51","Red ash","Fraxinus pennsylvanica","60","","Rest","Street","NA","NA"
"579","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","CHSP","Spizella passerina","Glean","9:51","Red ash","Fraxinus pennsylvanica","60","","Foraging","Street","NA","NA"
"580","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","BCCH","Poecile atricapillus","Glean","9:52","Red ash","Fraxinus pennsylvanica","60","","Foraging","Street","NA","NA"
"581","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","BCCH","Poecile atricapillus","Glean","9:52","Red ash","Fraxinus pennsylvanica","60","","Foraging","Street","NA","NA"
"582","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","COGR","Quiscalus quiscula","Perch","9:53","Red ash","Fraxinus pennsylvanica","60","","Rest","Street","NA","NA"
"583","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Perch","9:55","Silver maple","Acer saccharinum","98","","Rest","Street","NA","NA"
"584","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","COGR","Quiscalus quiscula","Perch","9:53","Red ash","Fraxinus pennsylvanica","49","","Rest","Street","NA","NA"
"585","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","AMRO","Turdus migratorius","Preen","9:58","Red ash","Fraxinus pennsylvanica","60","","Grooming","Street","NA","NA"
"586","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Perch","10:01","Silver maple","Acer saccharinum","98","","Rest","Street","NA","NA"
"587","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Perch","10:01","Silver maple","Acer saccharinum","98","","Rest","Street","NA","NA"
"588","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","AMRO","Turdus migratorius","Perch","10:02","Red ash","Fraxinus pennsylvanica","60","","Rest","Street","NA","NA"
"589","S02","12/07/2024","9:49","10:09",22,4,2,"Friday","COGR","Quiscalus quiscula","Perch","10:02","Red ash","Fraxinus pennsylvanica","49","","Rest","Street","NA","NA"
"590","S03","18/07/2024","9:36","9:56",20,2,3,"Thursday",NA,"","","","","","","Daycare playing loud music and children outside ","NA","Street","NA","NA"
"591","S16","18/07/2024","10:01","10:21",20,1,3,"Thursday",NA,"","","","","","","Heard SOSP, NOCA, MERL, COGR","NA","Street","NA","NA"
"592","S01","18/07/2024","10:35","10:55",21,2,3,"Thursday",NA,"","","","","","","Heard AMRO, NOCA, BCCH, SOSP, HOSP, RBNU","NA","Street","NA","NA"
"593","S21","19/07/2024","8:24","8:44",18,1,2,"Friday","REVI","Vireo olivaceus","Vocalize","8:30","Silver maple","Acer saccharinum","68","House constrution down the street 

Man obnoxiously reving motorcycle

Heard REVI, NOCA, BLJA, AMCR, CHSP, HOSP, SOSP, NOFL","Territory_defense","Street","NA","NA"
"594","S19","19/07/2024","8:48","9:08",18,1,2,"Friday","AMRO","Turdus migratorius","Vocalize","8:51","Norway maple","Acer platanoides","47","","Territory_defense","Street","NA","NA"
"595","S19","19/07/2024","8:48","9:08",18,1,2,"Friday","AMRO","Turdus migratorius","Preen","8:53","Norway maple","Acer platanoides","47","","Grooming","Street","NA","NA"
"596","S19","19/07/2024","8:48","9:08",18,1,2,"Friday","AMRO","Turdus migratorius","Incubate","9:06","River birch","Betula nigra","15","","Reproduction","Street","NA","NA"
"597","S20","19/07/2024","9:12","9:32",20,1,2,"Friday","CHSP","Spizella passerina","Vocalize","9:14","Norway maple","Acer platanoides","38","","Territory_defense","Street","NA","NA"
