"Code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH..cm.","Notes","X","Type","IsHedge","Basal.density","BehaviourType","DBH"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:18","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","105"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:22","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Grooming","4"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:23","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","4"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:23","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","35"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:23","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","4"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","8:24","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","8:24","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:24","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","105"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:25","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Grooming","4"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:26","Sugar maple","Acer saccharum",NA,"",NA,"Street",NA,NA,"Rest","4"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:26","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","82"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:29","Greenstem forsythia","Forsythia viridissima",NA,"",NA,"Street",NA,NA,"Rest",NA
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","8:54","White elm","Ulmus americana",NA,"Loud construction. HOSP, CHSP, CHSW, AMCR, EUST, CEDW, COGR, BCCH, ROPI, AMRO seen or heard.",NA,"Street",NA,NA,"Foraging","74"
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","8:54","White elm","Ulmus americana",NA,"NDG resident on Oxford: Front landcover change from lawn to plants, added ""verdure"" and insect.",NA,"Street",NA,NA,"Foraging","74"
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","9:00","White elm","Ulmus americana",NA,"",NA,"Street",NA,NA,"Foraging","74"
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","9:00","White elm","Ulmus americana",NA,"",NA,"Street",NA,NA,"Foraging","74"
"S19","26/06/2024","7:19","7:39",21,2,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","7:27","Norway maple","Acer platanoides",NA,"BCCH, EUST, SOSP, AMCR, AMRO, NOCA, HOSP, CHSW seen or heard.",NA,"Street",NA,NA,"Territory_defense","47"
"S19","26/06/2024","7:19","7:39",21,2,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","7:29","River birch","Betula nigra",NA,"",NA,"Street",NA,NA,"Territory_defense","15"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Perch","7:56","Norway maple","Acer platanoides",NA,"REVI heard in backyard (though singing much less than usual). Loud lawn mowing. HOSP, AMRO, CHSW, BCCH, SOSP, CHSP, NOCA, AMCR, MODO, BLJA seen or heard.",NA,"Street",NA,NA,"Rest","68"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","7:56","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","68"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Hop","7:56","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Foraging","68"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","HOSP","Passer domesticus","Vocalize","8:02","Autumn blaze maple","Acer x freemanii 'Autumn Blaze'",NA,"",NA,"Street",NA,NA,"Territory_defense","30"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","HOSP","Passer domesticus","Peck","8:24","Ground",NA,NA,"MERL flyover (8:37). BCCH, HOSP, EUST, SOSP, MODO pair, CHSW, AMRO seen or heard.",NA,"Street",NA,NA,"Foraging",NA
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","EUST","Sturnus vulgaris","Gape","8:29","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:29","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","40"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:29","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","40"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","HOSP","Passer domesticus","Perch","8:31","Morton elm","Ulmus davidiana",NA,"",NA,"Street",NA,NA,"Rest","23"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","MODO","Zenaida macroura","Peck","8:32","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:35","Norway maple","Acer platanoides",NA,"*alarm call",NA,"Street",NA,NA,"Territory_defense","76"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","AMRO","Turdus migratorius","Peck","8:37","Ground",NA,NA,"*juvenile",NA,"Street",NA,NA,"Foraging",NA
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","HOSP","Passer domesticus","Peck","8:39","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","8:40","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","40"
"S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Beg","7:46","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Reproduction","45"
"S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Feed young","7:47","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Reproduction","45"
"S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Perch","7:47","Red ash","Fraxinus pennsylvanica",NA,"",NA,"Street",NA,NA,"Rest","45"
"S15","27/06/2024","8:43","9:03",15,3,2,"Thursday","CHSP","Spizella passerina","Peck","8:47","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S14","28/06/2024","7:21","7:41",14,1,1,"Friday","HOSP","Passer domesticus","Glean","7:25","European linden","Tilia × europaea",NA,"Very quiet street",NA,"Street",NA,NA,"Foraging","50"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","BCCH","Poecile atricapillus","Peck","8:16","Silver maple","Acer saccharinum",NA,"Much livlier street. REVI heard in backyard.",NA,"Street",NA,NA,"Foraging","68"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","BCCH","Poecile atricapillus","Peck","8:16","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","68"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","EUST","Sturnus vulgaris","Perch","8:16","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","68"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","EUST","Sturnus vulgaris","Perch","8:24","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","61"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","DOWO","Picoides bubescens","Hammer","8:20","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","94"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","NOCA","Cardinalis cardinalis","Vocalize","8:29","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","35"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","NOCA","Cardinalis cardinalis","Perch","8:29","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","35"
"S04","28/06/2024","9:08","9:28",17,1,1,"Friday","EUST","Sturnus vulgaris","Perch","9:11","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","84"
"S04","28/06/2024","9:08","9:28",17,1,1,"Friday","HOSP","Passer domesticus","Perch","9:18","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","81"
"S04","28/06/2024","9:08","9:28",17,1,1,"Friday","HOSP","Passer domesticus","Perch","9:18","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","81"
"S05","28/06/2024","9:41","10:01",17,1,2,"Friday","HOSP","Passer domesticus","Vocalize","9:58","Norway maple","Acer platanoides",NA,"Contruction 1 block down the street",NA,"Street",NA,NA,"Territory_defense","29"
"S05","28/06/2024","9:41","10:01",17,1,2,"Friday","NOCA","Cardinalis cardinalis","Peck","10:00","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:18","Norway maple","Acer platanoides",NA,"MERL flyover. BLJA heard.",NA,"Street",NA,NA,"Rest","81"
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Beg","7:18","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Reproduction","81"
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","HOSP","Passer domesticus","Vocalize","7:22","Bush honeysuckle","Diervilla lonicera",NA,"",NA,"Street",NA,NA,"Territory_defense","2"
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:35","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","85"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","CHSP","Spizella passerina","Vocalize","8:50","Silver maple","Acer saccharinum",NA,"REVI in backyard Silver maple singing all survey long. Lots of activity in backyards. HOFI, COGR, MODO, BLJA heard or seen.",NA,"Street",NA,NA,"Territory_defense","80"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","AMCR","Corvus brachyrhynchos","Perch","8:53","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","58"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","9:00","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","80"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","CHSP","Spizella passerina","Ground forage","9:05","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","9:08","River birch","Betula nigra",NA,"",NA,"Street",NA,NA,"Territory_defense","10"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","9:08","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","74"
"S16","02/07/2024","9:21","9:41",21,1,2,"Tuesday",NA,"","","","","",NA,"Construction and recycling pick up on street. Many birds further down the street (AMCR, BLJA, CHSP, EUST). Resident said: ""Norway on this street has a lot of breaking branches; the city said they're going to check it out. Lots of crows this year.""",NA,"Street",NA,NA,NA,""
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","HOSP","Passer domesticus","Perch","7:12","Common buckthorn","Rhamnus cathartica",NA,"BLJA flyover. SOSP and BCCH heard loudly from yards.",NA,"Street",NA,NA,"Rest",NA
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","HOSP","Passer domesticus","Hop","7:12","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","WBNU","Sitta carolinensis","Vocalize","7:22","European linden","Tilia × europaea",NA,"",NA,"Street",NA,NA,"Territory_defense","66"
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","AMRO","Turdus migratorius","Perch","7:26","European linden","Tilia × europaea",NA,"",NA,"Street",NA,NA,"Rest","66"
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","AMRO","Turdus migratorius","Perch","7:26","European linden","Tilia × europaea",NA,"",NA,"Street",NA,NA,"Rest","90"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","AMRO","Turdus migratorius","Stand","8:26","Ground",NA,NA,"AMGO and CHSW seen or heard.",NA,"Street",NA,NA,"Rest",NA
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Perch","8:31","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Feed young","8:33","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Reproduction","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Beg","8:33","Norway maple","Acer platanoides",NA,"*juvenile",NA,"Street",NA,NA,"Reproduction","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:33","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:37","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Reproduction","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:37","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Reproduction","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:41","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","68"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:42","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Reproduction","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:42","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Reproduction","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Peck","8:43","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging","BA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Perch","8:44","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Rest","68"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:44","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:44","Norway maple","Acer platanoides",NA,"",NA,"Street",NA,NA,"Territory_defense","56"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Ground forage","8:45","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","AMRO","Turdus migratorius","Collect nesting material","8:59","Silver maple","Acer saccharinum",NA,"MERL flyover with loud vocalization. Cat (Sharky) on sidewalk.",NA,"Street",NA,NA,"Reproduction","78"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Vocalize","9:08","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","107"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","78"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","85"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Feed young","9:15","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","107"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Vocalize","9:15","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","107"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Incubate","9:15","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","107"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Feed young","9:17","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","83"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Preen","8:51","Silver maple","Acer saccharinum",NA,"Loud tree cutting machine down the street. HAWO pair, NOCA pair, WBNU pair. CHSW and ROPI.",NA,"Street",NA,NA,"Grooming","68"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","8:52","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Bill wipe","8:52","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","70"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Vocalize","8:52","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","70"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","8:52","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","68"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Peck","8:54","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:55","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","68"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:55","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","68"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Peck","8:56","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","8:58","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","61"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","8:58","Silver maple","Acer saccharinum",NA,"*hover glean",NA,"Street",NA,NA,"Foraging","68"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:59","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","CHSP","Spizella passerina","Peck","9:00","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum",NA,"*EUST X5 looking into cavity where HOSP are nesting, bumping HOSP out of the way",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","9:02","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum",NA,"* HOSP X3 females perched around cavity",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:03","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","70"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:04","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum",NA,"*one begged while the other gleaned",NA,"Street",NA,NA,"Reproduction","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum",NA,"*one begged while the other gleaned",NA,"Street",NA,NA,"Reproduction","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:06","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:07","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","70"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:07","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:07","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","50"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Feed young","9:07","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Preen","9:08","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Grooming","68"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:08","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","112"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:08","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Reproduction","112"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Vocalize","9:08","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Territory_defense","112"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Gape","9:09","Ground",NA,NA,"",NA,"Street",NA,NA,"Foraging",NA
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:09","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:09","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Perch","9:09","Silver maple","Acer saccharinum",NA,"*perched and peering into the cavity that HOSP are nesting in",NA,"Street",NA,NA,"Rest","62"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","9:09","Silver maple","Acer saccharinum",NA,"",NA,"Street",NA,NA,"Foraging","68"
