"Code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH","Notes","BehaviourType","Type","IsHedge","Basal.density"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","* HOSP X3 females perched around cavity","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:03","Silver maple","Acer saccharinum","70","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:04","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum","50","*one begged while the other gleaned","Reproduction","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum","50","*one begged while the other gleaned","Reproduction","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:06","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:07","Silver maple","Acer saccharinum","70","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:07","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:07","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Feed young","9:07","Silver maple","Acer saccharinum","62","","Reproduction","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Preen","9:08","Silver maple","Acer saccharinum","68","","Grooming","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:08","Silver maple","Acer saccharinum","112","","Reproduction","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:08","Silver maple","Acer saccharinum","112","","Reproduction","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Vocalize","9:08","Silver maple","Acer saccharinum","112","","Territory_defense","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Gape","9:09","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:09","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Perch","9:09","Silver maple","Acer saccharinum","62","*perched and peering into the cavity that HOSP are nesting in","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","9:09","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Perch","9:09","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Preen","9:09","Silver maple","Acer saccharinum","68","","Grooming","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","9:09","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA"
"S18","05/07/2024","9:16","9:36",21,4,3,"Friday","AMRO","Turdus migratorius","Peck","9:26","Ground",NA,NA,"REVI in backyard, WBNU/NOCA/CHSP heard/seen","Foraging","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","REVI","Vireo olivaceus","Vocalize","7:27","White elm","Ulmus americana","74","BLJA and GREG flyover.","Territory_defense","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","BCCH","Poecile atricapillus","Perch","7:32","European linden","Tilia × europaea","46","","Rest","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","WBNU","Sitta carolinensis","Glean","7:33","White elm","Ulmus americana","74","","Foraging","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","WBNU","Sitta carolinensis","Glean","7:34","Silver maple","Acer saccharinum","25","","Foraging","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","AMRO","Turdus migratorius","Stand","7:38","Ground",NA,NA,"","Rest","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","BCCH","Poecile atricapillus","Glean","7:40","White elm","Ulmus americana","74","","Foraging","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","BCCH","Poecile atricapillus","Perch","7:40","European linden","Tilia × europaea","58","","Rest","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","7:43","European linden","Tilia × europaea","58","","Grooming","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Perch","7:44","European linden","Tilia × europaea","46","","Rest","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Hop","7:44","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","AMRO","Turdus migratorius","Carry food","7:45","Ground",NA,NA,"","Reproduction","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Hop","7:46","European linden","Tilia × europaea","58","","Foraging","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Hop","7:46","European linden","Tilia × europaea","58","","Foraging","Street","NA","NA"
"S11","08/07/2024","7:27","7:47",22,2,2,"Monday","HOSP","Passer domesticus","Perch","7:47","European linden","Tilia × europaea","46","","Rest","Street","NA","NA"
"S05","08/07/2024","7:55","8:15",22,2,2,"Monday","EUST","Sturnus vulgaris","Gape","7:59","Ground",NA,NA,"HOSP, EUST, CHSW, COGR seen or heard.","Foraging","Street","NA","NA"
"S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Preen","8:11","White cedar","Thuja occidentalis","10","","Grooming","Street","NA","NA"
"S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","8:11","White cedar","Thuja occidentalis","10","","Grooming","Street","NA","NA"
"S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Preen","8:14","White cedar","Thuja occidentalis","10","","Grooming","Street","NA","NA"
"S05","08/07/2024","7:55","8:15",22,2,2,"Monday","HOSP","Passer domesticus","Perch","8:14","Celebration maple","Acer x freemanii Celebration","18","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Hop","8:57","Ground",NA,NA,"CHSW pair seen flying very low. Construction at end of street. CHSP, CHSW, EUST (loud), MODO, ROPI seen or heard.","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Hop","8:57","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Vocalize","8:57","Common lilac","Syringa vulgaris","15","","Territory_defense","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","8:58","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","8:59","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","8:59","Riverbank grape","Vitis riparia",NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","8:59","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","8:59","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:01","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Common hackberry","Celtis occidentalis","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:02","Red ash","Fraxinus pennsylvanica","54","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:02","Norway maple","Acer platanoides","50","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:03","Norway maple","Acer platanoides","50","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:03","Norway maple","Acer platanoides","50","","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:03","Norway maple","Acer platanoides","50","","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:04","Red ash","Fraxinus pennsylvanica","54","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","9:04","Common lilac","Syringa vulgaris","15","","Grooming","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:05","Red ash","Fraxinus pennsylvanica","45","","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:05","Paper birch","Betula papyrifera","5","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Ground forage","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:09","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Perch","9:10","Red ash","Fraxinus pennsylvanica","54","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Vocalize","9:10","Manitoba maple","Acer negundo","32","","Territory_defense","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Vocalize","9:10","Manitoba maple","Acer negundo","32","","Territory_defense","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:11","Red ash","Fraxinus pennsylvanica","54","","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","AMRO","Turdus migratorius","Hop","9:11","Red ash","Fraxinus pennsylvanica","27","","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Glean","9:13","Red ash","Fraxinus pennsylvanica","45","","Foraging","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:14","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:14","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:15","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:15","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:16","Red ash","Fraxinus pennsylvanica","80","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:16","Red ash","Fraxinus pennsylvanica","80","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Bill wipe","9:16","Red ash","Fraxinus pennsylvanica","45","","Grooming","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","EUST","Sturnus vulgaris","Perch","9:17","Manitoba maple","Acer negundo","32","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"S09","08/07/2024","8:57","9:17",23,2,2,"Monday","HOSP","Passer domesticus","Perch","9:17","Red ash","Fraxinus pennsylvanica","27","","Rest","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Perch","6:59","Silver maple","Acer saccharinum","81","COGR, BCCH (loud), BLJA, ROPI seen or heard.","Rest","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Peck","7:01","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:02","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:02","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Bill wipe","7:05","Silver maple","Acer saccharinum","74","","Grooming","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Vocalize","7:05","Silver maple","Acer saccharinum","74","","Territory_defense","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Preen","7:05","Silver maple","Acer saccharinum","74","","Grooming","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Vocalize","7:07","Silver maple","Acer saccharinum","74","","Territory_defense","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Hop","7:09","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Hop","7:09","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","BCCH","Poecile atricapillus","Glean","7:12","Norway maple","Acer platanoides","64","","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:12","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:16","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","HOSP","Passer domesticus","Ground forage","7:16","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:17","Silver maple","Acer saccharinum","81","","Rest","Street","NA","NA"
"S04","09/07/2024","6:57","7:17",22,4,2,"Tuesday","EUST","Sturnus vulgaris","Peck","7:17","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","CHSP","Spizella passerina","Vocalize","7:34","Silver maple","Acer saccharinum","68","Very quiet overall. NOCA vocalizing loudly, but we were unable to see it in the tree. ","Territory_defense","Street","NA","NA"
"S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","BCCH","Poecile atricapillus","Vocalize","7:36","Silver maple","Acer saccharinum","68","","Territory_defense","Street","NA","NA"
"S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","BCCH","Poecile atricapillus","Glean","7:36","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA"
"S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Hop","7:39","Silver maple","Acer saccharinum","61","","Foraging","Street","NA","NA"
"S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Hop","7:39","Silver maple","Acer saccharinum","61","","Foraging","Street","NA","NA"
"S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Vocalize","7:39","Silver maple","Acer saccharinum","61","","Territory_defense","Street","NA","NA"
"S17","09/07/2024","7:34","7:54",23,4,2,"Tuesday","COGR","Quiscalus quiscula","Vocalize","7:39","Silver maple","Acer saccharinum","61","","Territory_defense","Street","NA","NA"
"S14","09/07/2024","8:35","8:55",24,4,2,"Tuesday",NA,"","","","","","","MERL flyover. House under construction on street.","NA","Street","NA","NA"
"S15","12/07/2024","8:11","8:31",20,4,1,"Friday","HOSP","Passer domesticus","Peck","8:12","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S15","12/07/2024","8:11","8:31",20,4,1,"Friday","HOSP","Passer domesticus","Hop","8:30","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S15","12/07/2024","8:11","8:31",20,4,1,"Friday","HOSP","Passer domesticus","Peck","8:31","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","12/07/2024","8:45","9:05",21,4,1,"Friday","AMRO","Turdus migratorius","Perch","8:51","Silver maple","Acer saccharinum","112","CHSW, CEDW. NOCA, MERL, CHSP, SOSP, AMRO, WBNU","Rest","Street","NA","NA"
"S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:52","Silver maple","Acer saccharinum","61","","Rest","Street","NA","NA"
"S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:59","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA"
"S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:59","Silver maple","Acer saccharinum","70","","Rest","Street","NA","NA"
"S12","12/07/2024","8:45","9:05",21,4,1,"Friday","HOSP","Passer domesticus","Perch","8:59","Silver maple","Acer saccharinum","70","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","HOSP","Passer domesticus","Peck","9:55","Ground",NA,NA,"Horrible smell on the street","Foraging","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Vocalize","9:51","Silver maple","Acer saccharinum","98","Heard AMGO, NOFL","Territory_defense","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","CHSP","Spizella passerina","Perch","9:51","Red ash","Fraxinus pennsylvanica","60","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","CHSP","Spizella passerina","Glean","9:51","Red ash","Fraxinus pennsylvanica","60","","Foraging","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","BCCH","Poecile atricapillus","Glean","9:52","Red ash","Fraxinus pennsylvanica","60","","Foraging","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","BCCH","Poecile atricapillus","Glean","9:52","Red ash","Fraxinus pennsylvanica","60","","Foraging","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","COGR","Quiscalus quiscula","Perch","9:53","Red ash","Fraxinus pennsylvanica","60","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Perch","9:55","Silver maple","Acer saccharinum","98","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","COGR","Quiscalus quiscula","Perch","9:53","Red ash","Fraxinus pennsylvanica","49","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","AMRO","Turdus migratorius","Preen","9:58","Red ash","Fraxinus pennsylvanica","60","","Grooming","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Perch","10:01","Silver maple","Acer saccharinum","98","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","EUST","Sturnus vulgaris","Perch","10:01","Silver maple","Acer saccharinum","98","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","AMRO","Turdus migratorius","Perch","10:02","Red ash","Fraxinus pennsylvanica","60","","Rest","Street","NA","NA"
"S02","12/07/2024","9:49","10:09",22,4,2,"Friday","COGR","Quiscalus quiscula","Perch","10:02","Red ash","Fraxinus pennsylvanica","49","","Rest","Street","NA","NA"
"S03","18/07/2024","9:36","9:56",20,2,3,"Thursday",NA,"","","","","","","Daycare playing loud music and children outside ","NA","Street","NA","NA"
"S16","18/07/2024","10:01","10:21",20,1,3,"Thursday",NA,"","","","","","","Heard SOSP, NOCA, MERL, COGR","NA","Street","NA","NA"
"S01","18/07/2024","10:35","10:55",21,2,3,"Thursday",NA,"","","","","","","Heard AMRO, NOCA, BCCH, SOSP, HOSP, RBNU","NA","Street","NA","NA"
"S21","19/07/2024","8:24","8:44",18,1,2,"Friday","REVI","Vireo olivaceus","Vocalize","8:30","Silver maple","Acer saccharinum","68","House constrution down the street 

Man obnoxiously reving motorcycle

Heard REVI, NOCA, BLJA, AMCR, CHSP, HOSP, SOSP, NOFL","Territory_defense","Street","NA","NA"
"S19","19/07/2024","8:48","9:08",18,1,2,"Friday","AMRO","Turdus migratorius","Vocalize","8:51","Norway maple","Acer platanoides","47","","Territory_defense","Street","NA","NA"
"S19","19/07/2024","8:48","9:08",18,1,2,"Friday","AMRO","Turdus migratorius","Preen","8:53","Norway maple","Acer platanoides","47","","Grooming","Street","NA","NA"
"S19","19/07/2024","8:48","9:08",18,1,2,"Friday","AMRO","Turdus migratorius","Incubate","9:06","River birch","Betula nigra","15","","Reproduction","Street","NA","NA"
"S20","19/07/2024","9:12","9:32",20,1,2,"Friday","CHSP","Spizella passerina","Vocalize","9:14","Norway maple","Acer platanoides","38","","Territory_defense","Street","NA","NA"
"S20","19/07/2024","9:12","9:32",20,1,2,"Friday","HOSP","Passer domesticus","Glean","9:16","Norway maple","Acer platanoides","52","","Foraging","Street","NA","NA"
"S20","19/07/2024","9:12","9:32",20,1,2,"Friday","HOSP","Passer domesticus","Perch","9:17","Norway maple","Acer platanoides","52","","Rest","Street","NA","NA"
"S20","19/07/2024","9:12","9:32",20,1,2,"Friday","HOSP","Passer domesticus","Bill wipe","9:17","Norway maple","Acer platanoides","52","","Grooming","Street","NA","NA"
"S20","19/07/2024","9:12","9:32",20,1,2,"Friday","HOSP","Passer domesticus","Perch","9:23","Norway maple","Acer platanoides","90","","Rest","Street","NA","NA"
"S20","19/07/2024","9:12","9:32",20,1,2,"Friday","HOSP","Passer domesticus","Hop","9:31","Norway maple","Acer platanoides","52","","Foraging","Street","NA","NA"
