Species2,Family2,Order2,Avibase_id,Inferred,MainDiet,MainNiche,Pa,Pt,Ne,Se,Fr,In,Ap,Vt,Ca,PAG,PAS,PAD,PEL,PGR,NAE,NGL,SEL,SGR,FAE,FGL,FGR,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APA,APL,APP,APG,APS,APD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR
Trochalopteron morrisonianum,Leiothrichidae,Passeriformes,AVIBASE-AB9D580D,0,Fr,FGL,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochalopteron ngoclinhense,Leiothrichidae,Passeriformes,AVIBASE-A37EB5E5,0,In,IGG,0,10,0,10,20,60,0,0,0,0,0,0,10,0,0,0,10,0,0,20,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochalopteron peninsulae,Leiothrichidae,Passeriformes,AVIBASE-503C6098,0,In,Generalist,0,20,0,10,10,60,0,0,0,0,0,0,20,0,0,0,10,0,0,10,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochalopteron squamatum,Leiothrichidae,Passeriformes,AVIBASE-466F5979,0,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochalopteron subunicolor,Leiothrichidae,Passeriformes,AVIBASE-C9493A71,0,In,Generalist,0,10,0,0,10,80,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochalopteron variegatum,Leiothrichidae,Passeriformes,AVIBASE-9779E4D3,0,In,Generalist,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochalopteron virgatum,Leiothrichidae,Passeriformes,AVIBASE-5046CFCA,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochalopteron yersini,Leiothrichidae,Passeriformes,AVIBASE-C798D901,0,In,Generalist,0,10,0,10,10,70,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides atripennis,Leiothrichidae,Passeriformes,AVIBASE-7827B822,0,In,Generalist,0,0,0,10,0,80,0,10,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,48,32,0,0,0,0,0,0,0,0,0,6,4,0,0
Turdoides bicolor,Leiothrichidae,Passeriformes,AVIBASE-1481EF1F,0,In,IGG,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0
Turdoides chapini,Leiothrichidae,Passeriformes,AVIBASE-722187E9,0,In,IGE,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides gilberti,Leiothrichidae,Passeriformes,AVIBASE-AD7B6E81,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides gymnogenys,Leiothrichidae,Passeriformes,AVIBASE-7AB9D354,0,In,Generalist,0,20,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides hartlaubii,Leiothrichidae,Passeriformes,AVIBASE-CD65BECB,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides hindei,Leiothrichidae,Passeriformes,AVIBASE-224B2B08,0,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides hypoleuca,Leiothrichidae,Passeriformes,AVIBASE-B0F2FB67,0,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides jardineii,Leiothrichidae,Passeriformes,AVIBASE-E6576A8D,0,In,Generalist,0,0,10,10,10,60,0,10,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,4,6,0,0
Turdoides leucocephala,Leiothrichidae,Passeriformes,AVIBASE-10993285,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides leucopygia,Leiothrichidae,Passeriformes,AVIBASE-735E491F,0,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides melanops,Leiothrichidae,Passeriformes,AVIBASE-3D55152D,0,In,Generalist,0,0,0,0,10,60,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,30,0,0
Turdoides nipalensis,Leiothrichidae,Passeriformes,AVIBASE-9295CC66,0,In,IGG,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides plebejus,Leiothrichidae,Passeriformes,AVIBASE-6EBDD2D5,0,In,IGG,0,0,0,0,30,60,0,0,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,10
Turdoides reinwardtii,Leiothrichidae,Passeriformes,AVIBASE-D5BF7D2F,0,Omnivore,Generalist,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides sharpei,Leiothrichidae,Passeriformes,AVIBASE-7350FE4C,0,In,Generalist,0,0,0,0,20,60,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,20,0,0,0
Turdoides squamulata,Leiothrichidae,Passeriformes,AVIBASE-0E9C6F45,1,Omnivore,Generalist,0,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides tenebrosa,Leiothrichidae,Passeriformes,AVIBASE-775C66B9,1,In,IGG,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya affinis,Leiotrichidae,Passeriformes,AVIBASE-A70548E8,0,In,Generalist,0,0,10,0,20,60,0,0,10,0,0,0,0,0,0,10,0,0,0,20,0,0,6,0,0,0,12,42,0,0,0,0,0,0,0,0,0,0,0,0,10
Argya altirostris,Leiotrichidae,Passeriformes,AVIBASE-FE13475E,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya aylmeri,Leiotrichidae,Passeriformes,AVIBASE-987C8F6E,1,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya caudata,Leiotrichidae,Passeriformes,AVIBASE-310AEDC8,2,Omnivore,Generalist,0,0,10,20,20,40,0,10,0,0,0,0,0,0,0,10,0,20,0,0,20,0,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,10,0,0
Argya cinereifrons,Leiotrichidae,Passeriformes,AVIBASE-9E35E2B0,0,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya earlei,Leiotrichidae,Passeriformes,AVIBASE-308AADDB,0,In,Generalist,0,20,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya fulva,Leiotrichidae,Passeriformes,AVIBASE-3EFD8DF0,0,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya gularis,Leiotrichidae,Passeriformes,AVIBASE-9302DF03,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya huttoni,Leiotrichidae,Passeriformes,AVIBASE-18B418AB,2,Omnivore,Generalist,0,0,10,20,20,40,0,10,0,0,0,0,0,0,0,10,0,20,0,0,20,0,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,10,0,0
Argya longirostris,Leiotrichidae,Passeriformes,AVIBASE-B7794D41,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya malcolmi,Leiotrichidae,Passeriformes,AVIBASE-8EB286E5,0,In,Generalist,0,10,0,10,10,70,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya rubiginosa,Leiotrichidae,Passeriformes,AVIBASE-861DA135,0,In,IGG,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya rufescens,Leiotrichidae,Passeriformes,AVIBASE-C4F17E29,0,In,IGE,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argya squamiceps,Leiotrichidae,Passeriformes,AVIBASE-E99FE2FE,0,In,Generalist,0,0,10,10,10,60,0,10,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,5,5,0,0
Argya striata,Leiotrichidae,Passeriformes,AVIBASE-5713B725,0,Omnivore,Generalist,0,10,10,20,20,30,0,10,0,0,0,0,10,0,0,10,20,0,0,20,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0
Argya subrufa,Leiotrichidae,Passeriformes,AVIBASE-51AADA00,0,In,Generalist,0,10,10,0,10,70,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0
Leioptila annectens,Leiotrichidae,Passeriformes,AVIBASE-932DB585,0,In,Generalist,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanocichla calva,Leiotrichidae,Passeriformes,AVIBASE-6497AE0D,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanocichla lugubris,Leiotrichidae,Passeriformes,AVIBASE-4B1B2550,0,In,IGG,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus albogularis,Leiotrichidae,Passeriformes,AVIBASE-D5C979A6,0,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus berthemyi,Leiotrichidae,Passeriformes,AVIBASE-329039A2,0,In,Generalist,0,20,0,20,0,60,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus caerulatus,Leiotrichidae,Passeriformes,AVIBASE-DB7534FA,0,Omnivore,Generalist,0,20,0,30,30,20,0,0,0,0,0,0,20,0,0,0,30,0,0,30,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus chinensis,Leiotrichidae,Passeriformes,AVIBASE-48A456CC,0,In,Generalist,0,20,0,10,0,70,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus courtoisi,Leiotrichidae,Passeriformes,AVIBASE-8A908A7E,0,In,Generalist,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus davidi,Leiotrichidae,Passeriformes,AVIBASE-ECB9A862,0,In,Generalist,0,10,0,20,10,60,0,0,0,0,0,0,10,0,0,0,20,0,0,10,0,0,0,0,0,0,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus delesserti,Leiotrichidae,Passeriformes,AVIBASE-96A465BE,0,In,IGG,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus galbanus,Leiotrichidae,Passeriformes,AVIBASE-8A04ACFE,0,In,IGG,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus gularis,Leiotrichidae,Passeriformes,AVIBASE-BBE951A5,0,In,IGG,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus koslowi,Leiotrichidae,Passeriformes,AVIBASE-CADC3FC1,0,Omnivore,Generalist,0,0,0,40,20,40,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus lanceolatus,Leiotrichidae,Passeriformes,AVIBASE-EA1D6AB8,2,In,Generalist,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus mitratus,Leiotrichidae,Passeriformes,AVIBASE-6E91359B,2,In,IGE,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus nuchalis,Leiotrichidae,Passeriformes,AVIBASE-664E4CED,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus pectoralis,Leiotrichidae,Passeriformes,AVIBASE-75BA8D16,0,In,IGG,0,0,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus perspicillatus,Leiotrichidae,Passeriformes,AVIBASE-8FD7181A,0,In,IGG,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus poecilorhynchus,Leiotrichidae,Passeriformes,AVIBASE-799CD8D0,0,Omnivore,Generalist,0,20,0,40,0,40,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus ruficeps,Leiotrichidae,Passeriformes,AVIBASE-C7279987,0,In,IGE,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus ruficollis,Leiotrichidae,Passeriformes,AVIBASE-0DBAC9AF,0,In,Generalist,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus sannio,Leiotrichidae,Passeriformes,AVIBASE-2A59B27F,0,In,Generalist,0,10,0,10,10,70,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus treacheri,Leiotrichidae,Passeriformes,AVIBASE-36545FD3,2,In,IGE,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus vassali,Leiotrichidae,Passeriformes,AVIBASE-7EA7CEE7,0,In,Generalist,0,10,0,10,10,70,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus waddelli,Leiotrichidae,Passeriformes,AVIBASE-B30DCDD9,0,Omnivore,Generalist,0,0,0,30,40,30,0,0,0,0,0,0,0,0,0,0,30,0,0,40,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0
Pterorhinus woodi,Leiotrichidae,Passeriformes,AVIBASE-37F6EC60,2,In,Generalist,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdoides rufocinctus,Leiotrichidae,Passeriformes,AVIBASE-27E0131C,0,In,IGE,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus baboecala,Locustellidae,Passeriformes,AVIBASE-ED9EE880,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus bangwaensis,Locustellidae,Passeriformes,AVIBASE-AD3FBCA9,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus barratti,Locustellidae,Passeriformes,AVIBASE-6A8A9135,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus brunneus,Locustellidae,Passeriformes,AVIBASE-D9721DB9,0,In,Generalist,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus carpalis,Locustellidae,Passeriformes,AVIBASE-8CA1A851,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus centralis,Locustellidae,Passeriformes,AVIBASE-D6A69E06,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus cinnamomeus,Locustellidae,Passeriformes,AVIBASE-523913AE,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus grandis,Locustellidae,Passeriformes,AVIBASE-4761DFE7,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus graueri,Locustellidae,Passeriformes,AVIBASE-1DC48058,0,In,IGE,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus lopezi,Locustellidae,Passeriformes,AVIBASE-8160D091,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus seebohmi,Locustellidae,Passeriformes,AVIBASE-875A131F,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradypterus sylvaticus,Locustellidae,Passeriformes,AVIBASE-D4F0437E,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Catriscus brevirostris,Locustellidae,Passeriformes,AVIBASE-2470FC01,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus bivittatus,Locustellidae,Passeriformes,AVIBASE-9C16D3E4,0,In,Generalist,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus cruralis,Locustellidae,Passeriformes,AVIBASE-E4A62726,0,In,IGG,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus grosvenori,Locustellidae,Passeriformes,AVIBASE-9B658528,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus llaneae,Locustellidae,Passeriformes,AVIBASE-62B8ED27,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus macrurus,Locustellidae,Passeriformes,AVIBASE-ADA9D3DA,2,In,Generalist,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus mariei,Locustellidae,Passeriformes,AVIBASE-B67CE90E,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus mathewsi,Locustellidae,Passeriformes,AVIBASE-D6C5E52E,0,In,IGG,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus rubiginosus,Locustellidae,Passeriformes,AVIBASE-AFE12556,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus rufus,Locustellidae,Passeriformes,AVIBASE-B211BC0D,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus timoriensis,Locustellidae,Passeriformes,AVIBASE-55BCBFAF,2,In,Generalist,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincloramphus whitneyi,Locustellidae,Passeriformes,AVIBASE-06178512,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaphrornis palliseri,Locustellidae,Passeriformes,AVIBASE-592B6CCB,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Helopsaltes amnicola,Locustellidae,Passeriformes,AVIBASE-AD5B8488,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helopsaltes certhiola,Locustellidae,Passeriformes,AVIBASE-4C3CF429,0,In,Generalist,0,20,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Helopsaltes fasciolatus,Locustellidae,Passeriformes,AVIBASE-2F6F30EF,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helopsaltes ochotensis,Locustellidae,Passeriformes,AVIBASE-3200EE86,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Helopsaltes pleskei,Locustellidae,Passeriformes,AVIBASE-4AADBF95,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Helopsaltes pryeri,Locustellidae,Passeriformes,AVIBASE-0150666B,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Locustella accentor,Locustellidae,Passeriformes,AVIBASE-50E2882A,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Locustella alfredi,Locustellidae,Passeriformes,AVIBASE-A630DB2C,0,In,Generalist,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Locustella alishanensis,Locustellidae,Passeriformes,AVIBASE-AC14DBAB,0,In,Generalist,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Locustella castanea,Locustellidae,Passeriformes,AVIBASE-3ED5F3FE,2,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Locustella caudata,Locustellidae,Passeriformes,AVIBASE-A86920C2,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
