"Code","Date","Time","Temperature","Wind","Noise","Cloud","Time.obs","Bird.code","Bird.sci","Bird.gen","Bird.sp","Behaviour","Behaviour.type","Plant.common","Plant.sci","Plant.genus","Plant.sp","DBH","Notes","Landtype"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:12:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"Cat on the prowl. Heard: SOSP, PUFI, NOCA, AMRO, AMCR, HOSP, SCJU, COGR, TUVU, WTSP, WBNU, EUST, YBSA.","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:12:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:12:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:12:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:12:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","White cedar","Thuja occidentalis","Thuja","occidentalis",180,"Hedge","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:14:00","NOFL","Colaptes auratus","Colaptes","auratus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",45,"Tallest tree","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:14:00","HOSP","Passer domesticus","Passer","domesticus","Bill wipe","Grooming","Norway maple","Acer platanoides","Acer","platanoides",45,"Righmost tree","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:14:00","AMRO","Turdus migratorius","Turdus","migratorius","Inactive rest","Inactive rest","Ground",NA,NA,NA,NA,"","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:18:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",45,"Righmost tree","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:23:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:23:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:23:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:23:00","SCJU","Junco hyemalis","Junco","hyemalis","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",42,"Little tree branch of left tree","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:23:00","SCJU","Junco hyemalis","Junco","hyemalis","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",42,"Little tree branch of left tree","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:25:00","SCJU","Junco hyemalis","Junco","hyemalis","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",42,"Little tree branch of left tree","yard"
"Y31","24/4/2025","07:12:00",5,2,2,1,"07:25:00","SCJU","Junco hyemalis","Junco","hyemalis","Peck","Foraging","Ground",NA,NA,NA,NA,"","yard"
