"Code","Date","Time","Temperature","Wind","Noise","Cloud","Time.obs","Bird.code","Bird.sci","Bird.gen","Bird.sp","Behaviour","Behaviour.type","Plant.common","Plant.sci","Plant.genus","Plant.sp","DBH","Notes","Landtype","Season"
"S02","2024-05-15","10:33:00",15,2,NA,2,"10:43:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"street","Spring"
"S01","2024-05-15","11:01:00",15,2,NA,2,"10:10:00","GCKI","Regulus satrapa","Regulus","satrapa","Sally","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S01","2024-05-15","11:01:00",15,2,NA,2,"10:10:00","GCKI","Regulus satrapa","Regulus","satrapa","Sally","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S01","2024-05-15","11:01:00",15,2,NA,2,"10:15:00","HOFI","Haemorhous mexicanus","Haemorhous","mexicanus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S01","2024-05-15","11:01:00",15,2,NA,2,"10:15:00","HOFI","Haemorhous mexicanus","Haemorhous","mexicanus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S01","2024-05-15","11:01:00",15,2,NA,2,"10:20:00","AMRO","Turdus migratorius","Turdus","migratorius","Preening","Grooming","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"Y03","2024-05-15","07:03:00",13,4,NA,3,"07:16:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Beauty bush","Linnaea amabilis","Linnaea","amabilis",15,NA,"yard","Spring"
"Y03","2024-05-15","07:03:00",13,4,NA,3,"07:20:00","EWPE","Contopus virens","Contopus","virens","Sally","Foraging","Burning bush","Euonymus alatus","Euonymous","alatus",10,NA,"yard","Spring"
"Y33","2024-05-15","08:09:00",13,4,NA,3,"08:20:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Manitoba maple","Acer negundo","Acer","negundo",52,NA,"yard","Spring"
"Y33","2024-05-15","08:09:00",13,4,NA,3,"08:21:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Peck","Foraging","Manitoba maple","Acer negundo","Acer","negundo",52,NA,"yard","Spring"
"Y33","2024-05-15","08:09:00",13,4,NA,3,"09:23:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Manitoba maple","Acer negundo","Acer","negundo",39,NA,"yard","Spring"
"Y33","2024-05-15","08:09:00",13,4,NA,3,"08:24:00","LEFL","Empidonax minimus","Empidonax","minimus","Glean","Foraging","Manitoba maple","Acer negundo","Acer","negundo",52,NA,"yard","Spring"
"Y33","2024-05-15","08:09:00",13,4,NA,3,"08:26:00","AMRO","Turdus migratorius","Turdus","migratorius","Vocalising","Vocalisation","Manitoba maple","Acer negundo","Acer","negundo",39,NA,"yard","Spring"
"Y45","2024-05-15","09:03:00",13,4,NA,3,"09:13:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","White cedar","Thuja occidentalis","Thuja","occidentalis",18,NA,"yard","Spring"
"Y45","2024-05-15","09:03:00",13,4,NA,3,"09:14:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Balsam fir","Abies balsamea","Abies","balsamae",9,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:15:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Red spruce","Picea rubens","Picea","rubens",51,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:16:00","AMGO","Spinus tristis","Spinus","tristis","Vocalising","Vocalisation","Blue spruce","Picea pungens","Picea","pungens",30,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:16:00","AMGO","Spinus tristis","Spinus","tristis","Inactive rest","Inactive rest","Blue spruce","Picea pungens","Picea","pungens",30,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:18:00","CHSP","Spizella passerina","Spizella","passerina","Vocalising","Vocalisation","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:19:00","WAVI","Vireo gilvus","Vireo","gilvus","Glean","Foraging","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:19:00","WAVI","Vireo gilvus","Vireo","gilvus","Glean","Foraging","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:19:00","WAVI","Vireo gilvus","Vireo","gilvus","Glean","Foraging","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:19:00","WAVI","Vireo gilvus","Vireo","gilvus","Glean","Foraging","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:19:00","WAVI","Vireo gilvus","Vireo","gilvus","Glean","Foraging","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:19:00","WAVI","Vireo gilvus","Vireo","gilvus","Glean","Foraging","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:20:00","CSWA","Setophaga pensylvanica","Setophaga","pensylvanica","Vocalising","Vocalisation","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:20:00","CSWA","Setophaga pensylvanica","Setophaga","pensylvanica","Glean","Foraging","Siberian elm","Ulmus pumila","Ulmus","pumila",69,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:21:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Peck","Foraging","European crabapple","Malus sylvestris","Malus","sylvestris",37,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:21:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Inactive rest","Inactive rest","European crabapple","Malus sylvestris","Malus","sylvestris",37,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:22:00","WIWA","Cardellina pusilla","Cardellina","pusilla","Vocalising","Vocalisation","European crabapple","Malus sylvestris","Malus","sylvestris",37,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:23:00","SWTH","Catharus ustulatus","Catharus","ustulatus","Glean","Foraging",NA,NA,NA,NA,NA,NA,"yard","Spring"
"Y18","2024-05-16","07:04:00",13,4,NA,3,"07:23:00","SWTH","Catharus ustulatus","Catharus","ustulatus","Inactive rest","Inactive rest","European crabapple","Malus sylvestris","Malus","sylvestris",37,NA,"yard","Spring"
"Y04","2024-05-16","08:16:00",13,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yard","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:14:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:15:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:15:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:16:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:17:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:20:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:25:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:26:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:28:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,3,"09:30:00","AMRO","Turdus migratorius","Turdus","migratorius","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,2,"09:32:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S04","2024-05-16","09:14:00",13,3,NA,2,"09:34:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Spring"
"S13","2024-05-17","06:59:00",16,4,NA,2,"07:00:00","AMRO","Turdus migratorius","Turdus","migratorius","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",66,NA,"street","Spring"
"S13","2024-05-17","06:59:00",16,4,NA,2,"07:05:00","AMRO","Turdus migratorius","Turdus","migratorius","Glean","Foraging","Ground",NA,NA,NA,NA,NA,"street","Spring"
"S13","2024-05-17","06:59:00",16,4,NA,2,"07:10:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Glean","Foraging","Ground",NA,NA,NA,NA,NA,"street","Spring"
"S13","2024-05-17","06:59:00",16,4,NA,2,"07:15:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Common hackberry","Celtis occidentalis","Celtis","occidentalis",5,NA,"street","Spring"
"S13","2024-05-17","06:59:00",16,4,NA,2,"07:15:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Inactive rest","Inactive rest","Common hackberry","Celtis occidentalis","Celtis","occidentalis",5,NA,"street","Spring"
"S13","2024-05-17","06:59:00",16,4,NA,2,"07:19:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Spring"
"S06","2024-05-17","07:25:00",16,4,NA,2,"07:40:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",57,NA,"street","Spring"
"S06","2024-05-17","07:25:00",16,4,NA,2,"07:40:00","AMRO","Turdus migratorius","Turdus","migratorius","Inactive rest","Inactive rest","European linden","Tilia cordata","Tilia","cordata",70,NA,"street","Spring"
"S08","2024-05-17","08:14:00",16,4,NA,2,"08:24:00","LEFL","Empidonax minimus","Empidonax","minimus","Sally","Foraging","Norway maple","Acer platanoides","Acer","platanoides",73,NA,"street","Spring"
"S08","2024-05-17","08:14:00",16,4,NA,2,"08:26:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Spring"
"S08","2024-05-17","08:14:00",16,4,NA,2,"08:28:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Norway maple","Acer platanoides","Acer","platanoides",73,NA,"street","Spring"
"S08","2024-05-17","08:14:00",16,4,NA,2,"08:33:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",73,NA,"street","Spring"
"S03","2024-05-17","09:12:00",16,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"street","Spring"
"Y26","2024-05-17","08:38:00",17,4,NA,2,"08:40:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Dead standing","Dead standing","Dead","standing",34,NA,"yard","Spring"
"Y26","2024-05-17","08:38:00",17,4,NA,2,"08:44:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Dead standing","Dead standing","Dead","standing",34,NA,"yard","Spring"
"Y26","2024-05-17","08:38:00",17,4,NA,2,"08:46:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Vocalising","Vocalisation","Dead standing","Dead standing","Dead","standing",34,NA,"yard","Spring"
"Y26","2024-05-17","08:38:00",17,4,NA,2,"08:46:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Preening","Grooming","Dead standing","Dead standing","Dead","standing",34,NA,"yard","Spring"
"Y26","2024-05-17","08:38:00",17,4,NA,2,"08:50:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Dead standing","Dead standing","Dead","standing",34,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:20:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Susan magnolia","Magnolia soulangeana","Magnolia","soulangeana",17,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:20:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Lily magnolia","Magnolia soulangeana","Magnolia","soulangeana",17,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:20:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Lily magnolia","Magnolia soulangeana","Magnolia","soulangeana",17,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:22:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Norway spruce","Picea abies","Picea","abies",10,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:24:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Burning bush","Euonymus alatus","Euonymus","alatus",30,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:28:00","AMRO","Turdus migratorius","Turdus","migratorius","Bathing","Grooming","Bird bath",NA,NA,NA,NA,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:30:00","MODO","Zenaida macroura","Zenaida","macroura","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",135,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:32:00","MODO","Zenaida macroura","Zenaida","macroura","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",135,NA,"yard","Spring"
"Y13","2024-05-17","09:15:00",17,4,NA,2,"09:32:00","MODO","Zenaida macroura","Zenaida","macroura","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",135,NA,"yard","Spring"
"Y32","2024-05-21","06:43:00",20,3,NA,2,"06:50:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","European crabapple","Malus sylvestris","Malus","sylvestris",36,NA,"yard","Spring"
"Y06","2024-05-21","07:25:00",20,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:15:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:15:00","HOSP","Passer domesticus","","","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:15:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:15:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:15:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:15:00","HOSP","Passer domesticus","","","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:16:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Common lilac","Syringa vulgaris","Syringa","vulgaris",14,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:18:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:20:00","CHSP","Spizella passerina","Spizella","passerina","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:24:00","CHSP","Spizella passerina","Spizella","passerina","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:30:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Glean","Foraging","Domestic apple","Malus spp","Malus","domestica",4,NA,"yard","Spring"
"Y20","2024-05-21","08:12:00",21,3,NA,2,"08:30:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Glean","Foraging","Domestic apple","Malus spp","Malus","domestica",4,NA,"yard","Spring"
"Y05","2024-05-21","08:42:00",21,2,NA,2,"08:45:00","AMRO","Turdus migratorius","Turdus","migratorius","Glean","Foraging","Ground",NA,NA,NA,NA,NA,"yard","Spring"
"Y05","2024-05-21","08:42:00",21,2,NA,2,"08:50:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","White cedar","Thuja occidentalis","Thuja","occidentalis",264,NA,"yard","Spring"
"Y05","2024-05-21","08:42:00",21,2,NA,2,"08:55:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","White cedar","Thuja occidentalis","Thuja","occidentalis",264,NA,"yard","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:10:00","AMRO","Turdus migratorius","Turdus","migratorius","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:12:00","REVI","Vireo olivaceus","Vireo","olivaceus","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:15:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Bill wipe","Grooming","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:15:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Bill wipe","Grooming","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:17:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:17:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:19:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:20:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Spring"
"S07","2024-05-22","07:04:00",19,1,NA,1,"07:22:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Spring"
"S12","2024-05-22","07:47:00",19,1,NA,1,"07:55:00","WBNU","Sita carolinensis","Sita","carolinensis","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S12","2024-05-22","07:47:00",19,1,NA,1,"07:57:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Bill wipe","Grooming","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S12","2024-05-22","07:47:00",19,1,NA,1,"08:00:00","AMRO","Turdus migratorius","Turdus","migratorius","Gape","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S12","2024-05-22","07:47:00",19,1,NA,1,"08:05:00","AMRO","Turdus migratorius","Turdus","migratorius","Gape","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Spring"
"S15","2024-05-22","08:35:00",19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"street","Spring"
"Y25","2024-05-23","07:24:00",21,4,NA,3,"07:37:00","AMCR","Corvus brachyrhynchos","Corvus","brachyrhynchos","Vocalising","Vocalisation","White ash","Fraxinus americana","Fraxinus","americana",40,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:38:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:40:00","HOFI","Haemorhous mexicanus","Haemorhous","mexicanus","Inactive rest","Inactive rest","Japanese maple","Acer palmatum","Acer","palmatum",8,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:50:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Japanese maple","Acer palmatum","Acer","palmatum",8,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:50:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",49,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:50:00","WAVI","Vireo gilvus","Vireo","gilvus","Inactive rest","Inactive rest","Japanese maple","Acer palmatum","Acer","palmatum",8,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:52:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Glean","Foraging","Norway maple","Acer platanoides","Acer","platanoides",49,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:54:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",49,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:55:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Glean","Foraging","Feeder",NA,NA,NA,NA,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:55:00","CHSP","Spizella passerina","Spizella","passerina","Glean","Foraging","Ground",NA,NA,NA,NA,NA,"yard","Spring"
"Y49","2024-05-23","08:36:00",21,4,NA,3,"08:57:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",49,NA,"yard","Spring"
"Y27","2024-05-23","09:25:00",21,4,NA,4,"09:27:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Manitoba maple","Acer negundo","Acer","negundo",106,NA,"yard","Spring"
"S16","2024-05-24","06:44:00",16,4,NA,2,"06:44:00","AMGO","Spinus tristis","Spinus","tristis","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",50,NA,"street","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:22:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:22:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:22:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:26:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:26:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:26:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:34:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:35:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:36:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:36:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:36:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:36:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:39:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:39:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:39:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
"Y28","2024-05-28","06:22:00",17,4,NA,4,"06:39:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Common lilac","Syringa vulgaris","Syringa","vulgaris",4,NA,"yard","Spring"
