"Code","Date","Time","Temperature","Wind","Noise","Cloud","Time.obs","Bird.code","Bird.sci","Bird.gen","Bird.sp","Behaviour","Behaviour.type","Plant.common","Plant.sci","Plant.genus","Plant.sp","DBH","Notes","Landtype","Season"
"S07","2024-06-21","07:52:00",20,3,NA,3,"08:12:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",107,NA,"street","Summer"
"S13","2024-06-21","08:30:00",21,3,NA,3,"08:47:00","COGR","Quiscalus quiscula","Quiscalus","quiscula","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",66,NA,"street","Summer"
"S06","2024-06-21","08:56:00",21,3,NA,4,"09:00:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","English oak","Quercus robur","Quercus","robur",27,NA,"street","Summer"
"S06","2024-06-21","08:56:00",21,3,NA,4,"09:04:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S06","2024-06-21","08:56:00",21,3,NA,4,"09:06:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S06","2024-06-21","08:56:00",21,3,NA,4,"09:07:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S06","2024-06-21","08:56:00",21,3,NA,4,"09:07:00","AMRO","Turdus migratorius","Turdus","migratorius","Inactive rest","Inactive rest","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S06","2024-06-21","08:56:00",21,3,NA,4,"09:07:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:11:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:16:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",105,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:17:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Norway maple","Acer platanoides","Acer","platanoides",40,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:18:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",105,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:23:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",40,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:24:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:24:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:24:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",105,NA,"street","Summer"
"S10","2024-06-25","08:09:00",18,2,NA,1,"08:26:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Summer"
"S11","2024-06-25","08:45:00",20,2,NA,1,"08:54:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","White elm","Ulmus americana","Ulmus","americana",82,NA,"street","Summer"
"S11","2024-06-25","08:45:00",20,2,NA,1,"08:54:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","White elm","Ulmus americana","Ulmus","americana",82,NA,"street","Summer"
"S11","2024-06-25","08:45:00",20,2,NA,1,"09:00:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","White elm","Ulmus americana","Ulmus","americana",82,NA,"street","Summer"
"S11","2024-06-25","08:45:00",20,2,NA,1,"09:00:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","White elm","Ulmus americana","Ulmus","americana",82,NA,"street","Summer"
"S19","2024-06-26","07:19:00",21,3,NA,2,"07:27:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",47,NA,"street","Summer"
"S19","2024-06-26","07:19:00",21,3,NA,2,"07:29:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","River birch","Betula nigra","Betula","nigra",17,NA,"street","Summer"
"S21","2024-06-26","07:49:00",21,3,NA,3,"07:56:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",67,NA,"street","Summer"
"S21","2024-06-26","07:49:00",21,3,NA,3,"07:56:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",67,NA,"street","Summer"
"S21","2024-06-26","07:49:00",21,3,NA,3,"07:56:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",67,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:24:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:29:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:29:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",50,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:29:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",50,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:31:00","HOSP","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Morton elm","Ulmus morton","Ulmus","morton",22,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:32:00","MODO","Zenaida macroura","Zenaida","macroura","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:35:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",75,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:37:00","AMRO","Turdus migratorius","Turdus","migratorius","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:39:00","HOSP","Passer domesticus","Passer","domesticus","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S03","2024-06-26","08:20:00",21,3,NA,3,"08:40:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",50,NA,"street","Summer"
"S09","2024-06-27","07:41:00",15,2,NA,4,"07:46:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Red ash","Fraxinus pennsylvanica","Fraxinus","pennsylvanica",49,NA,"street","Summer"
"S09","2024-06-27","07:41:00",15,2,NA,4,"07:47:00","HOSP","Passer domesticus","Passer","domesticus","Feeding fledgling","Reproduction","Red ash","Fraxinus pennsylvanica","Fraxinus","pennsylvanica",49,NA,"street","Summer"
"S09","2024-06-27","07:41:00",15,2,NA,4,"07:47:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Red ash","Fraxinus pennsylvanica","Fraxinus","pennsylvanica",49,NA,"street","Summer"
"S15","2024-06-27","08:43:00",15,2,NA,3,"08:47:00","CHSP","Spizella passerina","Spizella","passerina","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S14","2024-06-28","07:21:00",14,1,NA,1,"07:25:00","HOSP","Passer domesticus","Passer","domesticus","Glean","Foraging","Littleleaf linden","Tilia cordata","Tilia","cordata",51,NA,"street","Summer"
"S17","2024-06-28","08:10:00",15,1,NA,1,"08:16:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",68,NA,"street","Summer"
"S17","2024-06-28","08:10:00",15,1,NA,1,"08:16:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",68,NA,"street","Summer"
"S17","2024-06-28","08:10:00",15,1,NA,1,"08:16:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",68,NA,"street","Summer"
"S17","2024-06-28","08:10:00",15,1,NA,1,"08:24:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",61,NA,"street","Summer"
"S17","2024-06-28","08:10:00",15,1,NA,1,"08:29:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",34,NA,"street","Summer"
"S17","2024-06-28","08:10:00",15,1,NA,1,"08:29:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",34,NA,"street","Summer"
"S04","2024-06-28","09:08:00",17,1,NA,1,"09:11:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Summer"
"S04","2024-06-28","09:08:00",17,1,NA,1,"09:18:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Summer"
"S04","2024-06-28","09:08:00",17,1,NA,1,"09:18:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Summer"
"S05","2024-06-28","09:41:00",17,2,NA,1,"09:58:00","HOSP","Passer domesticus","Passer","domesticus","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",29,NA,"street","Summer"
"S05","2024-06-28","09:41:00",17,2,NA,1,"10:00:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S08","2024-07-02","07:15:00",20,2,NA,1,"07:18:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",81,NA,"street","Summer"
"S08","2024-07-02","07:15:00",20,2,NA,1,"07:18:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",81,NA,"street","Summer"
"S08","2024-07-02","07:15:00",20,2,NA,1,"07:35:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",85,NA,"street","Summer"
"S01","2024-07-02","08:48:00",21,2,NA,1,"08:50:00","CHSP","Spizella passerina","Spizella","passerina","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Summer"
"S01","2024-07-02","08:48:00",21,2,NA,1,"08:53:00","AMCR","Corvus brachyrhynchos","Corvus","brachyrhynchos","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",55,NA,"street","Summer"
"S01","2024-07-02","08:48:00",21,2,NA,1,"09:00:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Summer"
"S01","2024-07-02","08:48:00",21,2,NA,1,"09:05:00","CHSP","Spizella passerina","Spizella","passerina","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S01","2024-07-02","08:48:00",21,2,NA,1,"09:08:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","River birch","Betula nigra","Betula","nigra",12,NA,"street","Summer"
"S01","2024-07-02","08:48:00",21,2,NA,1,"09:08:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",75,NA,"street","Summer"
"S16","2024-07-02","09:21:00",21,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"street","Summer"
"S06","2024-07-03","07:09:00",19,2,NA,1,"07:12:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S06","2024-07-03","07:09:00",19,2,NA,1,"07:22:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Vocalising","Vocalisation","Littleleaf linden","Tilia cordata","Tilia","cordata",70,NA,"street","Summer"
"S06","2024-07-03","07:09:00",19,2,NA,1,"07:26:00","AMRO","Turdus migratorius","Turdus","migratorius","Inactive rest","Inactive rest","Littleleaf linden","Tilia cordata","Tilia","cordata",70,NA,"street","Summer"
"S06","2024-07-03","07:09:00",19,2,NA,1,"07:26:00","AMRO","Turdus migratorius","Turdus","migratorius","Inactive rest","Inactive rest","Littleleaf linden","Tilia cordata","Tilia","cordata",90,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:26:00","AMRO","Turdus migratorius","Turdus","migratorius","Inactive rest","Inactive rest","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:31:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:33:00","CHSP","Spizella passerina","Spizella","passerina","Feeding fledgling","Reproduction","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:33:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:33:00","CHSP","Spizella passerina","Spizella","passerina","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:37:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:37:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:41:00","CHSP","Spizella passerina","Spizella","passerina","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",71,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:42:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:42:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:43:00","CHSP","Spizella passerina","Spizella","passerina","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:44:00","CHSP","Spizella passerina","Spizella","passerina","Inactive rest","Inactive rest","Norway maple","Acer platanoides","Acer","platanoides",71,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:44:00","CHSP","Spizella passerina","Spizella","passerina","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:44:00","CHSP","Spizella passerina","Spizella","passerina","Vocalising","Vocalisation","Norway maple","Acer platanoides","Acer","platanoides",56,NA,"street","Summer"
"S13","2024-07-03","08:25:00",21,3,NA,1,"08:45:00","CHSP","Spizella passerina","Spizella","passerina","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"08:59:00","AMRO","Turdus migratorius","Turdus","migratorius","Nest building","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",79,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"09:08:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",107,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"09:09:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",79,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"09:09:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",85,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"09:15:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",107,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"09:15:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",107,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"09:15:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",107,NA,"street","Summer"
"S07","2024-07-03","08:58:00",21,3,NA,1,"09:17:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",82,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:51:00","AMRO","Turdus migratorius","Turdus","migratorius","Preening","Grooming","Silver maple","Acer saccharinum","Acer","saccharinum",69,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:52:00","HAWO","Leuconotopicus villosus","Leuconotopicus","villosus","Hammer","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:52:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Bill wipe","Grooming","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:52:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:52:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",69,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:54:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:55:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",69,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:55:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",69,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:56:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:58:00","HAWO","Leuconotopicus villosus","Leuconotopicus","villosus","Hammer","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",61,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:58:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",69,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:59:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:59:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:59:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:59:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:59:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"08:59:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Gape","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:00:00","CHSP","Spizella passerina","Spizella","passerina","Peck","Foraging","Ground",NA,NA,NA,NA,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","EUST","Sturnus vulgaris","Sturnus","vulgaris","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:01:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:02:00","NOCA","Cardinalis cardinalis","Cardinalis","cardinalis","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:02:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:02:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:02:00","HOSP","Passer domesticus","Passer","domesticus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:03:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:04:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:06:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:06:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:06:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:07:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",76,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:07:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Glean","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:07:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Peck","Foraging","Silver maple","Acer saccharinum","Acer","saccharinum",51,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:07:00","HOSP","Passer domesticus","Passer","domesticus","Occupying nest","Reproduction","Silver maple","Acer saccharinum","Acer","saccharinum",62,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:08:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Preening","Grooming","Silver maple","Acer saccharinum","Acer","saccharinum",69,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:08:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",112,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:08:00","BCCH","Poecile atricapillus","Poecile","atricapillus","Inactive rest","Inactive rest","Silver maple","Acer saccharinum","Acer","saccharinum",112,NA,"street","Summer"
"S12","2024-07-04","08:49:00",23,3,NA,4,"09:08:00","WBNU","Sitta carolinensis","Sitta","carolinensis","Vocalising","Vocalisation","Silver maple","Acer saccharinum","Acer","saccharinum",112,NA,"street","Summer"
